;desDocumentoFornecedor;desAgrupamento;numberOfTransactions;committedValue;averageReceived
59;20.459.928/0001-46;20.459.928/0001-46 - TRATORPATOS LTDA;98;1251666.0;12772.102040816326
60;20.502.109/0001-34;20.502.109/0001-34 - SANRE COMERCIO E IMPORTACAO LTDA;1;1860.0;1860.0
61;20.649.395/0001-65;20.649.395/0001-65 - J. MARANGONI COMERCIAL - IMPORTACAO E EXPORTACAO EIRELI;1;9950.0;9950.0
62;20.741.993/0001-60;20.741.993/0001-60 - EFETIVO 3D INDUSTRIA E COMERCIO LTDA;1;8610.0;8610.0
63;21.344.856/0001-54;21.344.856/0001-54 - AGROINDUSTRIAL FREITAS LTDA;1;21000.0;21000.0
64;21dae3b3b55f04a8dde765e5f4e5061a2287b38d4031c451d348042610e05a65;***.774.416-** - KARLA CRISTINA DE SOUSA;11;140421.6;12765.6
65;22.327.120/0001-30;22.327.120/0001-30 - SAGATI COMERCIO DE EQUIPAMENTOS DE SEGURANCA EIRELI;2;1822.5;911.25
66;22.683.658/0001-88;22.683.658/0001-88 - ELETROMINAS MATERIAIS ELETRICOS E FERRAGENS LIMITADA;16;31931.76;1995.735
67;23.407.794/0001-08;23.407.794/0001-08 - ISRAEL E ISRAEL LTDA;24;44099.25;1837.46875
68;23.426.176/0001-05;23.426.176/0001-05 - ALINE GABRIELE DA SILVA SERAFIM 09484913610;4;160500.0;40125.0
69;23.655.349/0001-67;23.655.349/0001-67 - PUMA MAQUINAS LTDA;1;48500.0;48500.0
70;24.995.781/0001-60;24.995.781/0001-60 - CEDIP CENTRO DE DIAGNOSTICO POR IMAGEM DE PORTO VELHO LTDA;1;3894.48;3894.48
71;26.110.916/0001-98;26.110.916/0001-98 - CASA DO ESTUDANTE PAPELARIA E LIVRARIA LTDA;25;46708.81;1868.3524
72;26.176.661/0001-66;26.176.661/0001-66 - BRUNA ALVES DE SOUZA;2;13504.0;6752.0
73;26.354.399/0001-00;26.354.399/0001-00 - MADEIREIRA PAIXAO LTDA;3;8425.2;2808.4
74;26.395.502/0001-52;26.395.502/0001-52 - DENTAL UNIVERSO LTDA;3;27927.629999999997;9309.21
75;26.525.513/0001-00;26.525.513/0001-00 - TURVOMED DISTRIBUIDORA E SERVICOS EIRELI;2;1097.18;548.59
76;26.808.324/0001-44;26.808.324/0001-44 - ALESSANDRO DE SOUZA FERREIRA 05274736696;3;695.23;231.74333333333334
77;27.340.141/0001-00;27.340.141/0001-00 - WILLIAN EUSTAQUIO DOS SANTOS 05192703638;2;8665.599999999999;4332.799999999999
78;27.585.782/0001-24;27.585.782/0001-24 - ARAUJO & AMORIM PET SHOP LTDA;3;5865.78;1955.26
79;28.306.139/0001-87;28.306.139/0001-87 - GARAGNANI & GARANHANI LTDA;1;17700.0;17700.0
80;28.487.983/0001-51;28.487.983/0001-51 - BR LED MATERIAIS ELETRICOS LTDA;1;1571.82;1571.82
81;28.591.670/0001-49;28.591.670/0001-49 - VETSUL COMERCIO DE MEDICAMENTOS EIRELI;1;150.48;150.48
82;28.857.335/0001-40;28.857.335/0001-40 - MAXIMA DENTAL IMPORTACAO, EXPORTACAO E COMERCIO DE PRODUTOS;2;2639.6;1319.8
83;28.877.319/0001-19;28.877.319/0001-19 - PIETRA ODONTO IMPORTACAO E DISTRIBUIDORA LTDA;1;1220.0;1220.0
84;29.126.669/0001-06;29.126.669/0001-06 - TREZE DISTRIBUIDORA LTDA;1;680.0;680.0
85;30.123.415/0001-13;30.123.415/0001-13 - CESAR MOREIRA ALVES LTDA;1;7001.5;7001.5
86;30.450.537/0001-14;30.450.537/0001-14 - ADVICE MEDICINA E ENGENHARIA DO TRABALHO LTDA;3;74812.07999999999;24937.359999999997
87;30.712.200/0001-38;30.712.200/0001-38 - ECQ COMERCIO E MANUTENCAO HOSPITALAR LTDA;1;33924.0;33924.0
88;30.804.862/0001-38;30.804.862/0001-38 - M F DE S NETO COMERCIO E SERVICO;5;7468.0;1493.6
89;31.014.540/0001-58;31.014.540/0001-58 - YALLAH BRAZIL LTDA;1;1822.0;1822.0
90;31.358.817/0001-60;31.358.817/0001-60 - CARBOY SERVICOS & COMERCIO LTDA;22;20595.0;936.1363636363636
91;31.868.626/0001-48;31.868.626/0001-48 - VRM COMERCIO E SERVICOS LTDA;3;6381.3;2127.1
92;33.075.863/0001-87;33.075.863/0001-87 - CONSTRUTORA SOBERANA LTDA;6;420661.21;70110.20166666668
93;33.863.833/0001-35;33.863.833/0001-35 - SMART DO BRASIL LTDA;1;140002.0;140002.0
94;34.026.911/0001-00;34.026.911/0001-00 - AMANDA A. DE ALMEIDA IMPLEMENTOS AGRICOLAS;1;1205.55;1205.55
95;34.090.354/0001-96;34.090.354/0001-96 - CASA E COISA LTDA;4;7614.75;1903.6875
96;34.250.070/0001-10;34.250.070/0001-10 - QUASAR DESENVOLVIMENTO DE SISTEMAS INTELIGENTES DE GESTAO LT;1;48000.0;48000.0
97;34.479.102/0001-53;34.479.102/0001-53 - NK MATERIAIS HOSPITALARES LTDA;6;2780.5;463.4166666666667
98;34.538.008/0001-28;34.538.008/0001-28 - VM PRE MOLDADOS E CONSTRUTORA LTDA;8;104121.29000000001;13015.161250000001
99;34.733.705/0001-30;34.733.705/0001-30 - POR SOL ENERGIA SOLAR COMERCIO DE MAQUINAS EQUIPAMENTOS E LO;2;7692.4;3846.2
100;34.937.148/0001-79;34.937.148/0001-79 - HIDRO TERRA SOLUCOES AGRICOLAS LTDA;3;6500.0;2166.6666666666665
101;36.976.621/0001-52;36.976.621/0001-52 - NG COMERCIO E DISTRIBUICAO DE PRODUTOS DE LIMPEZA LTDA;2;11928.0;5964.0
102;37.052.351/0001-56;37.052.351/0001-56 - RM CULTURAL LTDA;2;35200.0;17600.0
103;37.247.494/0001-13;37.247.494/0001-13 - NORTHWEST MAQUINAS E FERRAMENTAS LTDA;1;1999.89;1999.89
104;37.673.034/0001-57;37.673.034/0001-57 - MA COMERCIO DE REFRIGERACAO LTDA;1;23099.89;23099.89
105;38.085.093/0001-77;38.085.093/0001-77 - ERICA MARIA GERALDO FURLAN;22;72032.02;3274.1827272727273
106;38.457.380/0001-60;38.457.380/0001-60 - SAUDE MOGI MEDICAMENTOS LTDA;3;1250.49;416.83
107;38.640.264/0001-82;38.640.264/0001-82 - ELETROLAGO BRASIL LTDA;156;191414.41;1227.0154487179486
108;39.877.684/0001-40;39.877.684/0001-40 - COMERCIAL AVAN LTDA;1;1500.0;1500.0
109;40.563.839/0001-52;40.563.839/0001-52 - SYLAS AMARAL DE OLIVEIRA 07561931689;37;41963.0;1134.1351351351352
110;40.889.986/0001-17;40.889.986/0001-17 - E P M TRANSPORTES & LOGISTICA LTDA;6;25667.2;4277.866666666667
111;40.925.153/0001-64;40.925.153/0001-64 - ADEIRTON DE SOUZA CATARINA JUNIOR;1;0.0;0.0
112;41.113.359/0001-52;41.113.359/0001-52 - DPNT COMERCIO E DISTRIBUICAO LTDA;1;0.0;0.0
113;41.389.018/0001-04;41.389.018/0001-04 - TDF NEGOCIOS AGROPECUARIOS LTDA;1;53600.0;53600.0
114;41.402.813/0001-95;41.402.813/0001-95 - EXATA MATERIAIS ELETRICOS LTDA;30;30905.629999999997;1030.1876666666665
115;41.487.433/0001-09;41.487.433/0001-09 - ADELINA LUIZA BRAGA SILVA 48874671687;39;93684.9;2402.176923076923
116;41.738.568/0001-91;41.738.568/0001-91 - ALLCOPY LTDA;9;107666.66;11962.962222222222
117;41.804.972/0001-16;41.804.972/0001-16 - ESTRELA INFRAESTRUTURA LTDA;3;159050.44;53016.81333333333
118;41.926.487/0001-15;41.926.487/0001-15 - NEWCARE COMERCIO DISTRIBUICAO E SERVICOS LTDA.;4;42160.0;10540.0
119;41.945.791/0001-00;41.945.791/0001-00 - SUPERMERCADO E PANIFICADORA GABIROBA LTDA;14;52401.96;3742.997142857143
120;43.186.504/0001-50;43.186.504/0001-50 - MELO DINIZ MEDICAMENTOS LTDA;1;255.0;255.0
121;43.289.088/0001-16;43.289.088/0001-16 - START COMERCIO E DISTRIBUIDORA LTDA;2;396.0;198.0
122;43.782.859/0001-02;43.782.859/0001-02 - FAST CLEAN DISTRIBUIDORA LTDA;9;12141.0;1349.0
123;44.010.279/0001-60;44.010.279/0001-60 - 44.010.279 IRENE DE OLIVEIRA;5;2862.7400000000002;572.548
124;44.603.028/0001-99;44.603.028/0001-99 - FAVORITA ATACADO E VAREJO LTDA;33;195387.81;5920.842727272728
125;44.922.087/0001-20;44.922.087/0001-20 - INVICTUS SOLUCOES INTEGRADAS LTDA;25;22544.63;901.7852
126;45.157.605/0001-29;45.157.605/0001-29 - VRM IMPORT LTDA;2;32620.0;16310.0
127;45.329.312/0001-81;45.329.312/0001-81 - BT COMERCIO INTELIGENTE LTDA;4;33104.04;8276.01
128;45.685.588/0001-00;45.685.588/0001-00 - FIGUEROA GOMES COMERCIAL LTDA;156;2642774.91;16940.86480769231
129;45.769.285/0001-68;45.769.285/0001-68 - REDNOV FERRAMENTAS LTDA.;3;5527.700000000001;1842.5666666666668
130;45.805.013/0001-76;45.805.013/0001-76 - SM MAQUINAS, EQUIPAMENTOS E SERVICOS LTDA;6;14285.16;2380.86
131;45.805.559/0001-27;45.805.559/0001-27 - PIRACAIA COMERCIO DE PRODUTOS ELETRO-ELETRONICOS LTDA;2;8970.0;4485.0
132;45.822.500/0001-47;45.822.500/0001-47 - ZOOM COMERCIAL SUDESTE LTDA;3;1880.0;626.6666666666666
133;46.132.191/0001-46;46.132.191/0001-46 - DISTRIBUIDORA MEDCLLEAN LTDA;8;7444.7;930.5875
134;46.368.367/0001-63;46.368.367/0001-63 - AMENA CLIMATIZACAO LTDA;1;18022.68;18022.68
135;47.335.960/0001-76;47.335.960/0001-76 - J & BITTA COMERCIO VAREJISTA LTDA;10;6375.21;637.521
136;47.646.271/0001-82;47.646.271/0001-82 - EMPORIO DAS GERAIS DISTRIBUIDORA DE ALIMENTOS LTDA;4;70536.25;17634.0625
137;47.695.681/0001-13;47.695.681/0001-13 - JOSE MARTINS TRANSPORTE ESCOLAR LTDA;34;271292.88;7979.202352941176
138;47.788.819/0001-29;47.788.819/0001-29 - PRIME EMPREENDIMENTOS LTDA;1;1886.9;1886.9
139;47.860.599/0001-05;47.860.599/0001-05 - DISTRIBUIDORA FRANCINO LTDA;11;25107.4;2282.490909090909
140;48.282.307/0001-59;48.282.307/0001-59 - RBQ COMERCIAL LTDA;10;46746.19;4674.619000000001
141;48.466.658/0001-10;48.466.658/0001-10 - RIHAN EDUARDO SANTANA CABELLO;5;24334.5;4866.9
142;49.164.914/0001-87;49.164.914/0001-87 - AMBIENTALIZ CONTROLE DE PRAGAS E SERVICOS LTDA;46;11838.44;257.35739130434786
143;49.386.357/0001-49;49.386.357/0001-49 - CAT DOG ATACADO LTDA;1;192.25;192.25
144;49.542.190/0001-68;49.542.190/0001-68 - LICITAPHARMA DISTRIBUIDORA DE PRODUTOS VETERINARIOS, HOSPITA;3;2068.02;689.34
145;49.719.430/0001-57;49.719.430/0001-57 - SOLUCOES EM LIMPEZA FENIX LTDA;9;7291.139999999999;810.1266666666666
146;49.931.218/0001-59;49.931.218/0001-59 - TH COMERCIO DE CARNES LTDA;8;3383.64;422.955
147;50.567.060/0001-69;50.567.060/0001-69 - DENTAL IPO LTDA;2;12203.7;6101.85
148;50.591.089/0001-86;50.591.089/0001-86 - A2XR COMERCIAL LTDA;2;5202.4;2601.2
149;50.868.080/0001-70;50.868.080/0001-70 - DUNORTE MOVEIS LTDA;7;67110.02;9587.145714285714
150;51.124.945/0001-56;51.124.945/0001-56 - FENIX COMERCIO DE PRODUTOS EM GERAL LTDA;1;0.0;0.0
151;51.891.027/0001-52;51.891.027/0001-52 - ALLPRINT SUPRIMENTOS E EMBALAGENS LTDA;4;1054.0;263.5
152;52.123.664/0001-41;52.123.664/0001-41 - 52.123.664 ROSIANE DIAS DE OLIVEIRA AMORIM;1;11450.0;11450.0
153;53.438.403/0001-83;53.438.403/0001-83 - CONVE COMERCIO DE MOVEIS E UTILIDADES LTDA;1;2900.0;2900.0
154;53.627.731/0001-28;53.627.731/0001-28 - COMERCIAL BRAGA E SILVA LTDA;32;86152.96;2692.28
155;53.737.768/0001-09;53.737.768/0001-09 - COMERCIAL PIRAMIDE ATACADISTA LTDA;12;26884.69;2240.3908333333334
156;53.893.821/0001-60;53.893.821/0001-60 - 53.893.821 PAULA FERNANDA RODRIGUES DE CARVALHO MARTINS;2;3219.01;1609.505
157;54.772.768/0001-02;54.772.768/0001-02 - LICITAMED SOLUCOES INTEGRADAS LTDA;7;19095.0;2727.8571428571427
158;57.884.920/0001-37;57.884.920/0001-37 - JR TRIAGEM E RECICLAGEM LTDA;1;29949.0;29949.0
159;59249e11f500048e6c8787771c8aaaccee51acd1deabc44f6b9c9c3945fc0a23;***.037.036-** - DOUGLAS MAGALHAES DE LIMA;12;120058.5;10004.875
160;60e9e66ac1b0a8cf096af8679f57a13f3deb18b4c4daf29fe434a2505be0db40;***.651.306-** - JOSE ARRUDA DE MAGALHAES;14;152096.24;10864.017142857143
161;64.317.761/0001-54;64.317.761/0001-54 - SABIA E ROCHA LTDA;2;0.0;0.0
162;64c1bceef83419fc9fc6b658679d2476056c880aaf887fc2feaaf510aa35f98d;***.390.296-** - ANTONIO CARLOS GOMES;11;142726.5;12975.136363636364
163;66.582.784/0001-11;66.582.784/0001-11 - NTI Brasil Solucoes Ltda;1;15797.52;15797.52
164;68209dcc1d90a299e327fff86035200a4409bddbc7e3484336cd340eed9de695;***.017.556-** - JOSE PACHECO DE FREITAS;12;122496.0;10208.0
165;6c22ea5c861c3da1be8b07164865dc2c30543015b6c72da9c7de63e23e261cdc;***.113.666-** - PAULO JOAO CAETANO AMORIM;11;125919.24;11447.203636363636
166;71.208.516/0001-74;71.208.516/0001-74 - ALGAR TELECOM S A;15;87269.73;5817.982
167;7c3e72babae9e03f691e6776301f4387adb3da8a296364499e7f048940542ae4;***.202.506-** - MOACIR ROSA DE OLIVEIRA;11;132620.4;12056.4
168;7e724b265b3d07fe8750b2d3078d410b43fdd1393e7450c53f453f9b4b866cfa;***.639.786-** - CLENDER LICIO DE OLIVEIRA;11;63130.229999999996;5739.111818181817
169;84.972.926/0001-39;84.972.926/0001-39 - J. RIBEIRO COMERCIO ATACADISTA LTDA;1;19000.0;19000.0
170;86.451.358/0001-56;86.451.358/0001-56 - SUPERMERCADO JOAO BOSCO LTDA;3;23835.0;7945.0
171;86.573.904/0001-21;86.573.904/0001-21 - CASA 500 MATERIAIS DE CONSTRUCAO LTDA;2;8845.53;4422.765
172;87039a102a773be2ea285714040546742f73f5c0b76054cd21ee223b0442df12;***.974.206-** - GERALDO JOSE MACHADO;13;91184.40000000001;7014.184615384616
173;97.542.434/0001-55;97.542.434/0001-55 - REAL NEGOCIOS LTDA;1;444.0;444.0
174;a78ebd4d71eab1121e3d4a0f670193054628dc907aaeb5add38f374e7209c621;***.628.486-** - VITOR DOS REIS AMORIM;12;162119.14;13509.928333333335
175;bb5dc8365331c77d7d537ddb78445225f7e86543037cf001267e8774c7113efe;***.630.936-** - ANTONIO DE LIMA FERREIRA;11;119228.34;10838.94
176;d0ea0e92a67e2fa38bdb8e557a4cb05fca8c309c987617959a0d1a4debbd1421;***.280.576-** - SEBASTIAO DE LIMA FERREIRA;13;104999.36;8076.873846153846
