;desDocumentoFornecedor;desAgrupamento;numberOfTransactions;committedValue;averageReceived
15;00.787.540/0001-67;00.787.540/0001-67 - VERBENNA FARMACIA DE MANIPULACAO LTDA;1;295.5;295.5
16;00.957.404/0001-78;00.957.404/0001-78 - SECRETARIA DE ESTADO DE MEIO AMBIENTE E DES. SUSTENTAVEL;5;55282.74;11056.547999999999
17;00072fdae364dffd1da11edded439614bf253fbb157a15cef2b25b4da5f5be96;***.672.626-** - GABRIEL HENRIQUE AMARAL DE ANDRADE;3;9240.0;3080.0
18;01.105.481/0001-62;01.105.481/0001-62 - PEG INFORMATICA LTDA;6;12226.75;2037.7916666666667
19;01.134.726/0001-80;01.134.726/0001-80 - SETTA FIOS E CABOS LTDA;10;5179.88;517.988
20;01.639.917/0001-01;01.639.917/0001-01 - CASA LIMA LAGOENSE LTDA;27;59692.1;2210.8185185185184
21;01.763.210/0001-02;01.763.210/0001-02 - REJANE COMERCIO DE PRODUTOS PEDAGOGICOS LTDA;2;302.0;151.0
22;01.980.067/0001-00;01.980.067/0001-00 - ALUMIBOX VIDROS E ESQUADRIAS DE PATOS LTDA;11;21476.11;1952.3736363636365
23;02.206.069/0001-00;02.206.069/0001-00 - INSTITUTO MINEIRO DE DOSIMETRIA E RADIOPROTECAO LTDA;1;890.0;890.0
24;02.313.012/0001-00;02.313.012/0001-00 - REFRIGERACAO VIEIRA LTDA;1;230.0;230.0
25;02.319.394/0001-70;02.319.394/0001-70 - CISALP CONSORCIO PUBLICO INTERMUNICIPAL DE SAUDE A MICRO REG;51;7641737.46;149837.9894117647
26;02.484.057/0001-39;02.484.057/0001-39 - CRISTALINA GERADORES LTDA;4;60600.0;15150.0
27;02.537.890/0001-09;02.537.890/0001-09 - COFARMINAS COMERCIO DE PRODUTOS FARMACEUTICOS LTDA;73;365786.67;5010.776301369863
28;02.559.007/0001-73;02.559.007/0001-73 - MARIA DE FÁTIMA ALVES EIRELI EPP;38;0.0;0.0
29;02.815.994/0001-20;02.815.994/0001-20 - NYX SISTEMAS DE INFORMACAO LTDA;1;15000.0;15000.0
30;02.850.182/0001-15;02.850.182/0001-15 - ELETROCEL LTDA;1;200000.0;200000.0
31;03.094.394/0006-97;03.094.394/0006-97 - CLINICA BRASILEIRA DE PSIQUIATRIA S.A.;1;103507.98;103507.98
32;03.127.257/0001-05;03.127.257/0001-05 - ONNET TELECOMUNICACOES LTDA;6;34320.0;5720.0
33;03.136.804/0001-00;03.136.804/0001-00 - JOSE BALTAZAR DA SILVA;1;2000.0;2000.0
34;03.155.056/0001-03;03.155.056/0001-03 - LFA E CIA LTDA;1;1100.0;1100.0
35;03.392.348/0008-36;03.392.348/0008-36 - SERVIOESTE SOLUCOES AMBIENTAIS LTDA;1;13420.0;13420.0
36;03.574.171/0001-12;03.574.171/0001-12 - MANG PATOS LTDA;22;19386.68;881.2127272727273
37;03.691.134/0001-94;03.691.134/0001-94 - PAESAN - PAVIMENTACAO ENGENHARIA E SANEAMENTO LTDA;1;276551.1;276551.1
38;03.716.848/0001-00;03.716.848/0001-00 - BRASIL MEDSUL COMERCIO, IMPORTACAO E EXPORTACAO LTDA;1;4295.7;4295.7
39;03.793.461/0001-57;03.793.461/0001-57 - REAL CARIMBOS LTDA;9;1361.0;151.22222222222223
40;04.119.367/0001-80;04.119.367/0001-80 - UNIPONTO OTICA E RELOJOARIA LTDA;27;68865.0;2550.5555555555557
41;04.196.645/0001-00;04.196.645/0001-00 - IMPRENSA NACIONAL;1;30000.0;30000.0
42;04.235.413/0001-06;04.235.413/0001-06 - PUBLICENTER INFORMATICA COMERCIO E LOCACAO LTDA;8;319749.83999999997;39968.729999999996
43;04.664.211/0001-80;04.664.211/0001-80 - UNI AGROMETAL LTDA;36;25731.579999999998;714.7661111111111
44;04.825.396/0001-67;04.825.396/0001-67 - LAZER LTDA;1;1800.0;1800.0
45;04.892.707/0001-00;04.892.707/0001-00 - DNIT DEPARTAMENTO NACIONAL DE INFRAEST DE TRANSPORTES;1;295.9;295.9
46;04.910.323/0001-73;04.910.323/0001-73 - MOVEIS ANDRADE - INDUSTRIA E COMERCIO DE MOVEIS HOSPITALARES;3;376000.0;125333.33333333333
47;04.938.987/0001-40;04.938.987/0001-40 - MARIA EDUARDA DE OLIVEIRA MARTINS LTDA;20;57476.86;2873.843
48;04.999.242/0001-91;04.999.242/0001-91 - INSTANCIA DE GOVERNANCIA REGIONAL DE TURISMO E CULTURA DO LA;1;11473.99;11473.99
49;05.266.324/0003-51;05.266.324/0003-51 - SERQUIP - TRATAMENTO DE RESIDUOS MG LTDA;1;33000.0;33000.0
50;05.475.103/0001-21;05.475.103/0001-21 - SECRETARIA DE ESTADO DE GOVERNO;2;20000.0;10000.0
51;05.481.075/0001-55;05.481.075/0001-55 - DROGARIA VISAO LTDA;1;946.8;946.8
52;05.610.641/0001-81;05.610.641/0001-81 - WENDERSON APARECIDO DOS REIS FERREIRA;24;1885.0;78.54166666666667
53;05.855.977/0001-04;05.855.977/0001-04 - EDMILSON JOSE DE LIMA SUPERMERCADO LTDA;6;10200.0;1700.0
54;05.906.836/0001-73;05.906.836/0001-73 - VANDERLEI ALVES DE ARAUJO CPF 569.891.216-53;4;54556.75;13639.1875
55;06.538.764/0001-11;06.538.764/0001-11 - KELLY CRISTINA DE ARAUJO;1;348.0;348.0
56;06.981.180/0001-16;06.981.180/0001-16 - CEMIG DISTRIBUICAO S A;20;843910.63;42195.5315
57;065083aa84cba0ad9cd430a67929b9d5e3a90ca56def7695604fb7b7a6def832;***.264.556-** - BRUNA CRISTINA LIMA OLIVEIRA;1;91.94;91.94
58;06e60a97fc8f4cb395b150bde620b870ad6ef9089ad61bb8f40edcbb65422313;***.883.376-** - SELMA BRAGA REZENDE DE BRITO;1;144.36;144.36
59;07.171.696/0001-68;07.171.696/0001-68 - ACIR JOSE DA COSTA CPF 675 924 226 20;1;1153.69;1153.69
60;07.297.814/0001-89;07.297.814/0001-89 - SOUSA OLIVEIRA ADVOGADOS ASSOCIADOS;2;287096.78;143548.39
61;07.324.021/0001-01;07.324.021/0001-01 - ROS RIO MATERIAIS E COMERCIO LTDA;1;141.0;141.0
62;07.542.498/0003-25;07.542.498/0003-25 - OLIMAQUINAS SOLUCOES AGRICOLAS LTDA;1;1793.07;1793.07
63;07.608.471/0001-26;07.608.471/0001-26 - RCD RAMOS CULTURA E DESENVOLVIMENTO LTDA;1;8000.0;8000.0
64;07.681.483/0001-86;07.681.483/0001-86 - CSC CONSTRUTORA SIQUEIRA CARDOSO LTDA;1;189566.3;189566.3
65;07.912.053/0001-28;07.912.053/0001-28 - NATALIA BANHOS;1;594.66;594.66
66;07001676f0b71ea997d565cb50c66af95a87cb13d78c0e02c10e372e6effd6d6;***.282.436-** - GUILHERME LAZARO DE SANTANA;1;800.0;800.0
67;08.088.996/0001-40;08.088.996/0001-40 - CIRURGICA ALIANCA PRODUTOS HOSPITALARES LTDA;1;696.0;696.0
68;08.111.069/0001-02;08.111.069/0001-02 - RJ GESTAO EM NEGOCIOS LTDA;2;378750.0;189375.0
69;08.171.607/0001-46;08.171.607/0001-46 - LEIDIMAR VIEIRA CAMARGOS CPF 058 257 406 43;1;899.4;899.4
70;08.245.855/0001-94;08.245.855/0001-94 - MHEDICA SERVICE COMERCIO E MANUTENCAO LTDA;2;474853.9;237426.95
71;08.422.075/0001-72;08.422.075/0001-72 - GONCALVES E TEIXEIRA LTDA;4;6435.4;1608.85
72;08.469.783/0001-69;08.469.783/0001-69 - SERV IMAGEM SERVICOS E COMERCIO LTDA;2;30422.99;15211.495
73;08.648.188/0001-90;08.648.188/0001-90 - COMERCIAL SOARES & MOTA LTDA;8;906486.77;113310.84625
74;088b160ddabf5cd01c32b795892f9cd22ea4f5e5dcabb3813f65aa12c4cce668;***.173.506-** - RAFAELA PEREIRA COSTA;1;314.1;314.1
75;08f8c98c960127d912d64023d4b20ce6481f681d16d1f7fe6d1df3e4e23681a2;***.684.606-** - LAZARO HUMBERTO DA SILVEIRA;1;5000.0;5000.0
76;09.316.105/0018-77;09.316.105/0018-77 - FRIOVIX COMERCIO DE REFRIGERACAO LTDA;2;151450.0;75725.0
77;09.318.770/0001-51;09.318.770/0001-51 - BASE INSPECAO VEICULAR LTDA;2;9240.0;4620.0
78;09.436.716/0001-00;09.436.716/0001-00 - PARAFUSO E CIA LF LTDA;37;14764.15;399.0310810810811
79;09.633.326/0001-20;09.633.326/0001-20 - PATOS COMERCIO DE EPI LTDA;1;351.0;351.0
80;0cd5ffc5b543148f9fca679ff1ccc29e5442d35634ebc83a18f53cc7ca4f8a1e;***.923.666-** - LARISSA DARDIELLY DUARTE DE BRITO;1;134.84;134.84
81;10.742.589/0001-57;10.742.589/0001-57 - LUANDA COMERCIO DE SUPRIMENTOS PARA INFORMATICA LTDA;2;763.0;381.5
82;10.785.849/0001-71;10.785.849/0001-71 - NET-UAI INTERNET PROVIDER LTDA;2;2160.0;1080.0
83;10.820.186/0001-89;10.820.186/0001-89 - NBB COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA;2;1480.0;740.0
84;10.891.103/0001-42;10.891.103/0001-42 - GINC ARTES LTDA;5;36305.2;7261.039999999999
85;11.202.638/0001-21;11.202.638/0001-21 - CASTRO ARANTES QUIMICA INDUSTRIAL LTDA;10;67463.0;6746.3
86;11.234.221/0001-40;11.234.221/0001-40 - CONQUISTA MOVEIS PLANEJADOS LTDA;1;25500.0;25500.0
87;11.262.969/0001-57;11.262.969/0001-57 - SUPRAMIL COMERCIAL LTDA;1;13883.9;13883.9
88;11.406.217/0001-12;11.406.217/0001-12 - IRMAOS CAETANO SOARES & CIA LTDA;1;100.0;100.0
89;11.432.336/0001-40;11.432.336/0001-40 - PLANET BRINQUEDOS E EQUIPAMENTOS LTDA;2;178000.0;89000.0
90;11.448.734/0001-54;11.448.734/0001-54 - TITONELI VEICULOS LTDA;1;95870.0;95870.0
91;11.592.811/0001-45;11.592.811/0001-45 - 11.592.811 CLEBER ROBERTO FELICIO;4;2399.8500000000004;599.9625000000001
92;11.729.320/0001-01;11.729.320/0001-01 - ADILSON MARIANO DOS REIS 56987951691;7;2879.82;411.40285714285716
93;11.836.922/0001-50;11.836.922/0001-50 - CÉSAR FRANCISCO DOS REIS CPF 004.232.346-09 - ME;39;33638.0;862.5128205128206
94;11df1664a8a7c4712a752f6f4be0e886fbd3e753fe9b267dd4f02d593aee1b4b;***.911.296-** - RAQUEL MOREIRA DE MATOS;1;60.0;60.0
95;12.200.949/0001-14;12.200.949/0001-14 - CONSTRUTORA CRETA LTDA;5;419499.0;83899.8
96;12.250.390/0001-37;12.250.390/0001-37 - GALPAO DA CONSTRUCAO LTDA;14;3366.28;240.44857142857146
97;12.320.252/0001-87;12.320.252/0001-87 - TOP RURAL PRODUTOS AGROPECUARIOS LTDA;1;0.0;0.0
98;12.361.217/0001-06;12.361.217/0001-06 - BOLA CHEIA ESPORTES E LAZER LTDA;1;0.0;0.0
99;12.389.885/0001-41;12.389.885/0001-41 - 12.389.885 DILTON BRAGA COELHO;14;19873.32;1419.5228571428572
100;12.640.114/0001-85;12.640.114/0001-85 - ASSOCIACAO DOS CARREIROS E CAVALEIROS DE MONJOLINHO DE MINAS;1;50000.0;50000.0
101;12.811.487/0001-71;12.811.487/0001-71 - MULTISUL COMERCIO E DISTRIBUICAO LTDA;5;2894.4399999999996;578.8879999999999
102;13.034.766/0001-39;13.034.766/0001-39 - SCANVOLKS LTDA;21;12104.0;576.3809523809524
103;13.556.937/0001-90;13.556.937/0001-90 - JOSE ADELIO BRAGA CPF 070 653 096 90;1;4395.0;4395.0
104;13.609.673/0001-95;13.609.673/0001-95 - CARTUCHO.COM LTDA;3;1236.0;412.0
105;13.660.382/0001-21;13.660.382/0001-21 - ADRIANO FERREIRA DA SILVA - CPF 07527343699;1;6900.0;6900.0
106;13.704.844/0001-65;13.704.844/0001-65 - LIFETEC HOSPITALAR LTDA;1;187200.0;187200.0
107;14.496.887/0001-65;14.496.887/0001-65 - CELSO MACHADO DE LIMA & CIA LTDA;1;10171.2;10171.2
108;14.536.622/0001-43;14.536.622/0001-43 - LUCAS BRAGA TEIXEIRA 10271432616;3;6300.0;2100.0
109;14f9bce464c27d46493075a9043e84177e11212c5cc17d368cef873736c9bdc6;***.933.736-** - MARIA LAURA RIBEIRO MARTINS FURTADO;1;134.84;134.84
110;15.245.598/0001-56;15.245.598/0001-56 - MARIA APARECIDA DE BRITO;5;969.0;193.8
111;15.341.227/0001-78;15.341.227/0001-78 - PREMOLAGO PREMOLDADOS E SERRALHERIA EIRELI;8;9509.11;1188.63875
112;1529fdf4c6015d64edcfcc572bac321fdc657abf4192885b72f95cc9aba618c8;***.420.436-** - ANDRE ZACARIAS DE LIMA;7;1627.29;232.47
113;16.513.465/0001-86;16.513.465/0001-86 - HILTON PEREIRA DE ARAUJO;1;850.2;850.2
114;16.549.105/0001-34;16.549.105/0001-34 - PURILIMP PRODUTOS DE LIMPEZA E HIGIENE LTDA;5;7586.0;1517.2
115;16.972.924/0001-90;16.972.924/0001-90 - GISLAINE FERREIRA RAUSIS 08044046666;1;35.6;35.6
116;161218566642ffd340d896be5a042882a8289f2a756c740d54dbb396a542b58b;***.982.546-** - MURYLLO TAVARES SILVA;1;94.39;94.39
117;17.121.657/0001-00;17.121.657/0001-00 - NILSON MOREIRA CARDOSO;2;92460.0;46230.0
118;17.232.708/0001-70;17.232.708/0001-70 - CLERIO VICENTE DE CASTRO;3;412750.0;137583.33333333334
119;17.254.509/0001-63;17.254.509/0001-63 - CONSELHO REGIONAL DE ENGENHARIA E AGRONOMIA DE MINAS GERAIS;14;1517.46;108.39
120;17.316.848/0001-27;17.316.848/0001-27 - DANIEL BRAGA DOS SANTOS 06534626624;2;928.5;464.25
121;17.323.193/0001-14;17.323.193/0001-14 - AUTO PECAS CARGA PESADA LTDA;2;1315.0;657.5
122;17.487.345/0001-14;17.487.345/0001-14 - NOBRE ACABAMENTOS LTDA;1;215.0;215.0
123;17.614.952/0001-06;17.614.952/0001-06 - GILSON MACHADO DA COSTA 72628855615;6;2700.0;450.0
124;17.772.398/0001-87;17.772.398/0001-87 - MS SEGURANCA ELETRONICA LTDA;13;26334.0;2025.6923076923076
125;17.835.935/0001-90;17.835.935/0001-90 - DISTRIBUIDORA DE PEÇAS CARVALHO LTDA;18;6881.0;382.27777777777777
126;17.836.461/0001-00;17.836.461/0001-00 - RECALTO PNEUS LTDA;3;720.0;240.0
127;17.855.892/0001-05;17.855.892/0001-05 - MARCOS RODRIGO DE ARAUJO;3;3500.0;1166.6666666666667
128;17.889.652/0001-21;17.889.652/0001-21 - ELETROTECNICA COLUMBIA LTDA;4;2655.0;663.75
129;17.974.912/0001-67;17.974.912/0001-67 - CAMISETAZ CONFECCOES LTDA;2;4974.0;2487.0
130;17ace5f20b6aea1e13506822bb5228d6aff9a8f07b19f95684c5133fa071440d;***.566.186-** - FABIO JUNIO DA SILVA;1;157.43;157.43
131;18.062.901/0001-73;18.062.901/0001-73 - MOISES GONÇALVES LOPES ME;25;2240.0;89.6
132;18.170.803/0001-50;18.170.803/0001-50 - LIGA PATENSE DE DESPORTOS;2;11565.0;5782.5
133;18.202.203/0001-26;18.202.203/0001-26 - SUARES DISTRIBUIDORA DE PRODUTOS DE LIMPEZA LTDA;2;15254.0;7627.0
134;18.209.965/0001-54;18.209.965/0001-54 - BAMAQ SA BANDEIRANTES MAQUINAS E EQUIPAMENTOS;4;1750000.0;437500.0
135;18.496.109/0001-27;18.496.109/0001-27 - GERALDO HUMBERTO DE SOUSA BORGES;1;9500.0;9500.0
136;18.602.078/0001-41;18.602.078/0001-41 - MUNICIPIO DE LAGOA FORMOSA;963;23595155.97;24501.719595015576
137;18.707.422/0001-67;18.707.422/0001-67 - MARKA VEICULOS E PECAS S/A;1;152604.61;152604.61
138;18.715.508/0001-31;18.715.508/0001-31 - MUNICIPIO DE CONTAGEM;1;2159.46;2159.46
139;18.715.615/0022-94;18.715.615/0022-94 - SECRETARIA DE ESTADO DE FAZENDA MG;15;75488.64;5032.576
140;18.755.215/0001-88;18.755.215/0001-88 - ALTA PRESSAO BOMBAS E CILINDROS HIDRAULICOS LTDA;2;6800.0;3400.0
141;18.817.152/0001-47;18.817.152/0001-47 - TIJUCA SISTEMAS DE IRRIGACAO LTDA;1;292.0;292.0
142;18.905.288/0001-09;18.905.288/0001-09 - AQUARELA COMERCIO E SERVICOS - EIRELI;2;1055.9;527.95
143;19.069.008/0001-32;19.069.008/0001-32 - LUCAS GUIMARAES BRAGA COELHO;1;1619.34;1619.34
144;19.198.118/0001-02;19.198.118/0001-02 - EMATER/MG-EMP.DE ASSISTENCIA TÉCINICA DE MINAS GERAIS;1;155000.0;155000.0
145;19.216.907/0001-10;19.216.907/0001-10 - HELIANE WALQUIRIA DE LIMA;1;30000.0;30000.0
146;19.280.448/0001-34;19.280.448/0001-34 - LUZ FORTE ILUMINACAO E SERVICOS LTDA;1;13686.75;13686.75
147;19.466.287/0001-78;19.466.287/0001-78 - WELLES RODRIGO DE LIMA 05158861650;14;2554.0;182.42857142857142
148;19.469.281/0001-54;19.469.281/0001-54 - RIBER POCOS ARTESIANOS LTDA;2;5450.0;2725.0
149;19.493.732/0001-99;19.493.732/0001-99 - CONSORCIO INTERFEDERATIVO MINAS GERAIS - CIMINAS;6;720893.05;120148.84166666667
150;19.589.446/0001-21;19.589.446/0001-21 - IC CONSTRUCOES LTDA;2;245000.0;122500.0
151;19.810.139/0001-29;19.810.139/0001-29 - FIND SOLUCOES CORPORATIVAS LTDA;1;159490.0;159490.0
152;19.977.585/0001-22;19.977.585/0001-22 - HORIZONTE COMERCIO E DISTRIBUIDORA LTDA;1;21700.0;21700.0
153;1a70b5df8aeff1d698a9d23628f141836a91b688189a58f44160f311b618112f;***.843.226-** - JOSE OSVALDO NUNES;1;12446.06;12446.06
154;20.015.459/0001-76;20.015.459/0001-76 - SINDICATO DOS PRODUTORES RURAIS DE LAGOA FORMOSA;1;480000.0;480000.0
155;20.433.216/0001-58;20.433.216/0001-58 - CONSORCIO INTERMUNICIPAL DE SAUDE DA REDE DE URGENCIA E EMER;3;280900.8;93633.59999999999
156;20.459.928/0001-46;20.459.928/0001-46 - TRATORPATOS LTDA;9;31135.0;3459.4444444444443
157;20.495.149/0001-04;20.495.149/0001-04 - PRODOESTE VEICULOS E SERVICOS LTDA.;1;1032000.0;1032000.0
158;20.495.149/0019-25;20.495.149/0019-25 - PRODOESTE VEICULOS E SERVICOS LTDA;4;8121.870000000001;2030.4675000000002
159;20.513.859/0001-01;20.513.859/0001-01 - ASSOCIACAO MINEIRA DE MUNICIPIOS - AMM;1;22848.0;22848.0
160;20.782.813/0001-98;20.782.813/0001-98 - CONSORCIO PUBLICO INTERMUNICIPAL DE DESENVOLVIMENTO SUSTENTA;4;98712.0;24678.0
161;20.918.668/0001-20;20.918.668/0001-20 - MEDICINALI PRODUTOS PARA SAUDE LTDA;1;2264.4;2264.4
162;207581b147bb6510c550aeaaf549aa6ef14cd65ca6a7d383f2ecfef53fdec099;***.532.496-** - ADILSON ALVES PEREIRA;1;194.67;194.67
163;20ff8152a8973ef481de3a5713df6da9a6c1f3e9165a1ab8cfbbabd713244c10;***.623.826-** - DENISE APARECIDA MOREIRA BORGES;1;2500.0;2500.0
164;21.055.961/0001-73;21.055.961/0001-73 - CONCRETTA PLANEJAMENTO E EXECUCAO DE OBRAS CIVIS LTDA;3;311609.44999999995;103869.81666666665
165;21.154.554/0001-13;21.154.554/0001-13 - TRIBUNAL DA JUSTICA DO ESTADO DE MINAS GERAIS;15;251207.31;16747.154
166;21.189.554/0001-59;21.189.554/0001-59 - TS FARMA DISTRIBUIDORA LTDA;2;6500.7;3250.35
167;21.612.003/0029-57;21.612.003/0029-57 - V & G CERTIFICACAO DIGITAL LTDA;2;710.0;355.0
168;21.628.458/0001-60;21.628.458/0001-60 - ELETRICANO LTDA;1;1.0;1.0
169;21.856.981/0001-43;21.856.981/0001-43 - WTRADE INTERMEDIACAO DE NEGOCIOS LTDA;5;1044.44;208.888
170;21dae3b3b55f04a8dde765e5f4e5061a2287b38d4031c451d348042610e05a65;***.774.416-** - KARLA CRISTINA DE SOUSA;5;63009.29;12601.858
171;22.065.694/0001-88;22.065.694/0001-88 - CLESIO BORGES DE ANDRADE 61367850649;1;1080.0;1080.0
172;22.108.062/0001-54;22.108.062/0001-54 - BIKE 2000 LTDA;1;140.0;140.0
173;22.300.057/0001-49;22.300.057/0001-49 - RICARDO GERALDO PONTELO;2;418019.0;209009.5
174;22.613.208/0001-19;22.613.208/0001-19 - DEDETIZADORA ITABIRITO LTDA;24;27619.55;1150.8145833333333
175;22.665.775/0001-19;22.665.775/0001-19 - ROKA ASSISTANCE COMERCIO E SERVICOS LTDA;1;12360.0;12360.0
176;22.938.642/0001-79;22.938.642/0001-79 - TOP AGRONEGOCIOS LTDA;7;7959.0;1137.0
177;23.096.837/0001-81;23.096.837/0001-81 - SISTEMA DE BENEFICIENCIA DOS SERV PUBL MUN LAGOA FORMOS;80;9819676.01;122745.950125
178;23.114.937/0001-93;23.114.937/0001-93 - ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS;6;637869.75;106311.625
179;23.317.916/0001-75;23.317.916/0001-75 - MUNDO OFFICE LTDA;7;45000.0;6428.571428571428
180;23.343.296/0001-49;23.343.296/0001-49 - ASSOC DE PROT A MATERN INFANCIA VELHICE PATOS DE MINAS;1;39000.0;39000.0
181;23.352.842/0001-08;23.352.842/0001-08 - TORNEAMENTOS PATOS DE MINAS LTDA;2;400.0;200.0
182;23.484.444/0001-45;23.484.444/0001-45 - 3F LTDA;1;3115.73;3115.73
183;23.736.771/0001-47;23.736.771/0001-47 - WALTER JOSE FERREIRA 58094636653;4;10500.0;2625.0
184;23.794.221/0001-84;23.794.221/0001-84 - 23 794 221 PABLO GAMA DA SILVA;1;676.0;676.0
185;2327885113aa5754f877438d77e688b4599a72355af2025f000f15f71143a3d8;***.302.756-** - EDUARDO DE SOUSA SAVIO;1;94.39;94.39
186;234b9634e87879a0d5be54f3af0ea221ef18f116d374e7e52ff9452800320eb8;***.008.996-** - EDER MARTINS ROSA;4;15758.0;3939.5
187;2397683d5832f2c24a141e9069eeec0e832b343278bb6001ed3b3322e55d8440;***.748.896-** - YASMIN RIBEIRO DE MAGALHAES;2;1523.27;761.635
188;23dcbc4b34148539f1ac48315749bc9870bdcd22057f6380b758c5aa598c236a;***.436.316-** - WELISE EMILIANO DE ANDRADE;1;393.6;393.6
189;24.005.316/0001-34;24.005.316/0001-34 - PAPELARIA PAPEL CARTAZ LTDA;2;2062.4;1031.2
190;24.380.578/0020-41;24.380.578/0020-41 - WHITE MARTINS GASES INDUSTRIAIS DO NORDESTE LTDA;1;56100.95;56100.95
191;24.675.507/0001-03;24.675.507/0001-03 - MICROFORT INFORMATICA LTDA;3;12495.0;4165.0
192;24.687.735/0001-01;24.687.735/0001-01 - ZENITE COMERCIAL LTDA;1;900.0;900.0
193;25.147.423/0001-60;25.147.423/0001-60 - ANDRE LUIS NUNES 04849233660;4;610.0;152.5
194;25.387.671/0001-88;25.387.671/0001-88 - COOPERATIVA DE CREDITO DO ALTO PARANAIBA E REGIAO LTDA.;1;100.0;100.0
195;25.579.327/0001-90;25.579.327/0001-90 - CONSELHO REGIONAL DE TECNICOS EM RADIOLOGIA 3 REGIAO;1;62.27;62.27
196;25.815.259/0001-11;25.815.259/0001-11 - TURBOPATOS LTDA;1;900.0;900.0
197;25.895.533/0003-71;25.895.533/0003-71 - AUTO DIESEL SAO CRISTOVAO LTDA;2;4100.0;2050.0
198;2534ebc89efa409d695f06869aaceda7526a44d02ed6d240f239401cad91cac7;***.764.596-** - ALENCAR LUIS DE PAULO OLIVEIRA;1;6323.9;6323.9
199;25e1618d028265cbdae017335dec53d79d3b892d8f882f228888781afb69f095;***.227.106-** - ARLINDO MARQUES DOS SANTOS;1;2540.0;2540.0
200;26.000.223/0001-42;26.000.223/0001-42 - OXIGAS COMERCIO DE CILINDROS E EQUIPAMENTOS LTDA;2;15420.84;7710.42
201;26.110.916/0001-98;26.110.916/0001-98 - CASA DO ESTUDANTE PAPELARIA E LIVRARIA LTDA;11;19746.52;1795.138181818182
202;26.240.632/0001-16;26.240.632/0001-16 - DENTAL HIGIX PRODUTOS ODONTOLOGICOS MEDICOS HOSPITALARES LTD;1;960.0;960.0
203;26.255.666/0001-84;26.255.666/0001-84 - JPM   MARMORARIA MONTE SINAI LTDA;1;49.0;49.0
204;26.332.999/0001-60;26.332.999/0001-60 - COMERCIAL LIMOEIRA LTDA;1;1150.0;1150.0
205;26.354.399/0001-00;26.354.399/0001-00 - MADEIREIRA PAIXAO LTDA;6;2484.2200000000003;414.0366666666667
206;26.395.502/0001-52;26.395.502/0001-52 - DENTAL UNIVERSO LTDA;2;5623.139999999999;2811.5699999999997
207;26.760.171/0001-02;26.760.171/0001-02 - DRM - DISTRIBUIDORA REGIONAL DE MEDICAMENTOS LTDA;4;10498.5;2624.625
208;27.276.516/0001-10;27.276.516/0001-10 - SINUSAL TELEMEDICINA E TELECONSULTORIA LTDA;1;3561.6;3561.6
209;27.340.141/0001-00;27.340.141/0001-00 - WILLIAN EUSTAQUIO DOS SANTOS 05192703638;1;12131.84;12131.84
210;27.343.602/0001-06;27.343.602/0001-06 - JLM DISTRIBUIDORA LTDA;94;697491.74;7420.124893617021
211;27.409.741/0001-87;27.409.741/0001-87 - KAMILA MARQUES FARIA 08953897629 LIMITADA;3;44800.0;14933.333333333334
212;27.585.782/0001-24;27.585.782/0001-24 - ARAUJO & AMORIM PET SHOP LTDA;2;11421.7;5710.85
213;27.750.443/0001-56;27.750.443/0001-56 - CLINICA MD VIDA QUE SEGUE LTDA;2;40699.92;20349.96
