;desDocumentoFornecedor;desAgrupamento;numberOfTransactions;committedValue;averageReceived
79;41.402.813/0001-95;41.402.813/0001-95 - EXATA MATERIAIS ELETRICOS LTDA;35;15824.46;452.12742857142854
80;41.738.568/0001-91;41.738.568/0001-91 - ALLCOPY LTDA;8;246805.5;30850.6875
81;41.804.972/0001-16;41.804.972/0001-16 - ESTRELA INFRAESTRUTURA LTDA;3;184714.9;61571.63333333333
82;41.926.487/0001-15;41.926.487/0001-15 - NEWCARE COMERCIO DISTRIBUICAO E SERVICOS LTDA.;3;1495.0;498.3333333333333
83;41.945.791/0001-00;41.945.791/0001-00 - SUPERMERCADO E PANIFICADORA GABIROBA LTDA;40;96520.76;2413.019
84;42.077.090/0001-69;42.077.090/0001-69 - TI SISTEMAS LTDA;2;70417.8;35208.9
85;42.753.718/0001-07;42.753.718/0001-07 - CASTRO EQUIPAMENTOS LTDA;2;23988.0;11994.0
86;44.062.140/0001-60;44.062.140/0001-60 - RS COMERCIO E SERVICO LTDA;1;1995.0;1995.0
87;45.685.588/0001-00;45.685.588/0001-00 - FIGUEROA GOMES COMERCIAL LTDA;3;10470.83;3490.2766666666666
88;46.339.373/0001-92;46.339.373/0001-92 - ALC MORAES COMERCIAL LTDA.;1;4117.32;4117.32
89;46.613.430/0001-80;46.613.430/0001-80 - DM LICITA COMERCIO E ASSESSORIA LTDA;2;1380.0;690.0
90;46.623.193/0001-38;46.623.193/0001-38 - ZENITH LTDA;1;1752.0;1752.0
91;46.884.097/0001-43;46.884.097/0001-43 - GOLDEN PRODUTOS ODONTOLOGICOS LTDA;3;9802.5;3267.5
92;47.695.681/0001-13;47.695.681/0001-13 - JOSE MARTINS TRANSPORTE ESCOLAR LTDA;15;195548.8;13036.586666666666
93;47.761.551/0001-31;47.761.551/0001-31 - APGYN DISTRIBUIDORA HOSPITALAR LTDA;3;1390.0;463.3333333333333
94;47.773.357/0001-76;47.773.357/0001-76 - HERCULANO SAUDE LTDA;1;14970.0;14970.0
95;47.977.771/0001-05;47.977.771/0001-05 - MACROMMERCE LTDA;1;203.0;203.0
96;48.282.307/0001-59;48.282.307/0001-59 - RBQ COMERCIAL LTDA;7;11747.050000000001;1678.15
97;48.759.447/0001-75;48.759.447/0001-75 - GOGLIATH REPRESENTACAO LTDA;1;4290.0;4290.0
98;48.941.593/0001-17;48.941.593/0001-17 - ESSENCIAL COMERCIO E SERVICOS LTDA;3;256500.0;85500.0
99;49.039.321/0001-99;49.039.321/0001-99 - EASY CLEAN DISTRIBUIDORA LTDA;10;10516.6;1051.66
100;49.494.067/0001-19;49.494.067/0001-19 - IRIS   SOLUCOES EM TECNOLOGIA LTDA;3;668000.0;222666.66666666666
101;49.720.354/0001-08;49.720.354/0001-08 - MAXIMA LIMPEZA LTDA;2;932.0;466.0
102;49.931.218/0001-59;49.931.218/0001-59 - TH COMERCIO DE CARNES LTDA;12;192230.43;16019.2025
103;50.429.806/0001-78;50.429.806/0001-78 - LIMIT COMERCIAL LTDA;1;990.0;990.0
104;50.567.060/0001-69;50.567.060/0001-69 - DENTAL IPO LTDA;4;11140.869999999999;2785.2174999999997
105;50.868.080/0001-70;50.868.080/0001-70 - DUNORTE MOVEIS LTDA;4;1701.87;425.4675
106;51.659.136/0001-49;51.659.136/0001-49 - SOUL DISTRIBUIDORA DE PRODUTOS E EQUIPAMENTOS INDUSTRIAIS LT;3;9990.09;3330.03
107;51.908.096/0001-21;51.908.096/0001-21 - KMICRONET LTDA;1;835.0;835.0
108;52.103.510/0001-98;52.103.510/0001-98 - TERABAYTE COMERCIO E SERVICOS LTDA;1;700.0;700.0
109;52.123.664/0001-41;52.123.664/0001-41 - 52.123.664 ROSIANE DIAS DE OLIVEIRA AMORIM;3;37830.0;12610.0
110;53.627.731/0001-28;53.627.731/0001-28 - COMERCIAL BRAGA E SILVA LTDA;18;174275.88;9681.993333333334
111;55.529.503/0001-40;55.529.503/0001-40 - VA INDUSTRIA DE ALIMENTOS LTDA;59;81107.49;1374.703220338983
112;57.032.406/0001-73;57.032.406/0001-73 - FJF COMERCIO E SERVICO LTDA;2;7871.0;3935.5
113;57.601.967/0001-46;57.601.967/0001-46 - A & M SOLUCOES INTEGRADAS LTDA;38;127680.01000000001;3360.000263157895
114;58.543.909/0001-76;58.543.909/0001-76 - ANGULAR SOLUCOES EM DISTRIBUICAO LTDA;2;41120.0;20560.0
115;59.468.510/0001-30;59.468.510/0001-30 - JCLL COMERCIO LTDA;9;12176.0;1352.888888888889
116;59.632.632/0001-10;59.632.632/0001-10 - PRIMUM COMERCIO DE IMPLEMENTOS LTDA;2;34000.0;17000.0
117;59249e11f500048e6c8787771c8aaaccee51acd1deabc44f6b9c9c3945fc0a23;***.037.036-** - DOUGLAS MAGALHAES DE LIMA;5;76994.0;15398.8
118;60.008.494/0001-82;60.008.494/0001-82 - 60.008.494 NUBIA ARAUJO PIRES GOULART;1;950.0;950.0
119;60.915.736/0001-11;60.915.736/0001-11 - CAMPOS SOLUCOES ATACADISTAS LTDA;2;1340.0;670.0
120;60e9e66ac1b0a8cf096af8679f57a13f3deb18b4c4daf29fe434a2505be0db40;***.651.306-** - JOSE ARRUDA DE MAGALHAES;5;65411.5;13082.3
121;61.223.068/0001-24;61.223.068/0001-24 - GRAF-TECK LF LTDA;26;28349.52;1090.3661538461538
122;62.234.516/0001-58;62.234.516/0001-58 - PONTO OFFICE BRASIL LTDA;6;19497.84;3249.64
123;64.102.508/0001-83;64.102.508/0001-83 - COMERCIAL AMARAL & SILVA PARANAIBA LTDA;4;33302.0;8325.5
124;64.711.954/0001-95;64.711.954/0001-95 - 64.711.954 SAMILA DOS SANTOS;2;297.8;148.9
125;64c1bceef83419fc9fc6b658679d2476056c880aaf887fc2feaaf510aa35f98d;***.390.296-** - ANTONIO CARLOS GOMES;5;71255.61;14251.122
126;65.122.590/0001-70;65.122.590/0001-70 - DUARTE DENTAL EIRELI;3;15893.48;5297.826666666667
127;65.434.585/0001-01;65.434.585/0001-01 - CICCI DISTRIBUIDORA LTDA;4;760.0;190.0
128;66.210.775/0001-08;66.210.775/0001-08 - 66.210.775 DAYANE MOREIRA DA SILVA FLORO;1;525.0;525.0
129;66.582.784/0001-11;66.582.784/0001-11 - NTI Brasil Solucoes Ltda;1;15797.52;15797.52
130;68209dcc1d90a299e327fff86035200a4409bddbc7e3484336cd340eed9de695;***.017.556-** - JOSE PACHECO DE FREITAS;5;61241.81;12248.362
131;6c22ea5c861c3da1be8b07164865dc2c30543015b6c72da9c7de63e23e261cdc;***.113.666-** - PAULO JOAO CAETANO AMORIM;5;102710.67;20542.134
132;71.052.559/0005-37;71.052.559/0005-37 - BELMICRO TECNOLOGIA S/A;2;63863.48;31931.74
133;71.208.516/0001-74;71.208.516/0001-74 - ALGAR TELECOM S A;20;26328.67;1316.4334999999999
134;7c3e72babae9e03f691e6776301f4387adb3da8a296364499e7f048940542ae4;***.202.506-** - MOACIR ROSA DE OLIVEIRA;5;72830.13;14566.026000000002
135;87039a102a773be2ea285714040546742f73f5c0b76054cd21ee223b0442df12;***.974.206-** - GERALDO JOSE MACHADO;5;51199.34;10239.867999999999
136;a78ebd4d71eab1121e3d4a0f670193054628dc907aaeb5add38f374e7209c621;***.628.486-** - VITOR DOS REIS AMORIM;6;80722.73000000001;13453.788333333336
137;bb5dc8365331c77d7d537ddb78445225f7e86543037cf001267e8774c7113efe;***.630.936-** - ANTONIO DE LIMA FERREIRA;5;64765.14;12953.028
138;d0ea0e92a67e2fa38bdb8e557a4cb05fca8c309c987617959a0d1a4debbd1421;***.280.576-** - SEBASTIAO DE LIMA FERREIRA;5;42815.83;8563.166000000001
