;desDocumentoFornecedor;desAgrupamento;numberOfTransactions;committedValue;averageReceived
30;08.021.788/0001-24;08.021.788/0001-24 - SAFRA PLANEJAMENTO E GESTAO LTDA;1;49800.0;49800.0
31;08.202.176/0001-38;08.202.176/0001-38 - QUIK DISTRIBUIDORA DE ARMARINHOS LTDA;8;29364.7;3670.5875
32;08.221.047/0001-97;08.221.047/0001-97 - ACHEI INDUSTRIA DE MOVEIS LTDA;4;10219.0;2554.75
33;08.420.626/0001-69;08.420.626/0001-69 - UBERCOPIAS E IMPRESSOS LTDA;9;20326.45;2258.4944444444445
34;08.422.075/0001-72;08.422.075/0001-72 - GONCALVES E TEIXEIRA LTDA;15;14809.38;987.2919999999999
35;08.533.577/0001-70;08.533.577/0001-70 - JEAN C. V. FERREIRA & CIA LTDA;7;56878.0;8125.428571428572
36;08.648.188/0001-90;08.648.188/0001-90 - COMERCIAL SOARES & MOTA LTDA;2;48900.0;24450.0
37;09.017.325/0001-51;09.017.325/0001-51 - CHEVROMAIS - COMERCIO DE PECAS, ACESSORIOS E LUBRIFICANTES L;2;3995.94;1997.97
38;09.240.575/0001-56;09.240.575/0001-56 - MARCA MAIOR DISTRIBUIÇÃO LTDA;5;44651.700000000004;8930.34
39;09.251.627/0001-90;09.251.627/0001-90 - K.C.R. INDUSTRIA E COMERCIO DE EQUIPAMENTOS EIRELI;1;1510.0;1510.0
40;09.415.124/0001-02;09.415.124/0001-02 - SOLID CONTRUTORA E SERVICOS LTDA;227;3715306.62;16366.989515418503
41;09.663.426/0001-08;09.663.426/0001-08 - TRIBOS EDITORA E DISTRIBUIDORA DE LIVROS LTDA;4;35984.0;8996.0
42;10.279.430/0001-48;10.279.430/0001-48 - ROSILENE VIEIRA LOPES;6;8365.03;1394.1716666666669
43;10.686.841/0001-58;10.686.841/0001-58 - SANTA MARIA INFORMATICA EIRELI;1;10620.0;10620.0
44;10.785.849/0001-71;10.785.849/0001-71 - NET-UAI INTERNET PROVIDER LTDA;1;1800.0;1800.0
45;10.820.186/0001-89;10.820.186/0001-89 - NBB COMERCIO DE EQUIPAMENTOS DE INFORMATICA LTDA;2;6088.9;3044.45
46;10.921.809/0001-00;10.921.809/0001-00 - D3JF EMPREENDIMENTOS COMERCIAIS EIRELI;7;25048.0;3578.285714285714
47;11.087.084/0001-69;11.087.084/0001-69 - BIG MINAS COMERCIO E REPRESENTACOES LTDA;10;27040.0;2704.0
48;11.088.993/0001-11;11.088.993/0001-11 - TATA COMERCIO DE EQUIPAMENTOS PARA SAUDE, ODONTO-MEDICO LTDA;2;16860.0;8430.0
49;11.094.173/0001-32;11.094.173/0001-32 - OFFICE DO BRASIL IMPORTACAO E EXPORTACAO EIRELI;1;110.0;110.0
50;11.251.668/0001-28;11.251.668/0001-28 - GOLD LIMP DISTRIBUIDORA DE MATERIAIS DESCARTAVEIS LTDA;2;10832.6;5416.3
51;11.311.279/0001-40;11.311.279/0001-40 - EUNICE MARIA GONCALVES DE OLIVEIRA;1;525.32;525.32
52;11.384.015/0001-17;11.384.015/0001-17 - ATLANTICA DIDATICA & PEDAGOGICA DISTIBUIDORA LTDA;2;6562.0;3281.0
53;11.405.384/0001-49;11.405.384/0001-49 - ALFA MED SISTEMAS MEDICOS LTDA;1;126900.0;126900.0
54;11.491.331/0001-98;11.491.331/0001-98 - TARGET ENGENHARIA CIVIL E ELETRICA LTDA;1;0.0;0.0
55;11.592.811/0001-45;11.592.811/0001-45 - 11.592.811 CLEBER ROBERTO FELICIO;13;5166.0;397.38461538461536
56;12.113.877/0001-78;12.113.877/0001-78 - AUTONOMY EMPREENDIMENTOS LTDA;2;32945.0;16472.5
57;12.461.122/0001-64;12.461.122/0001-64 - ARCEPATOS DISTRIBUIDORA LTDA;34;73541.96;2162.9988235294118
58;13.169.585/0001-10;13.169.585/0001-10 - CANEDO DISTRIBUIDORA DE LUBRIFICANTES LTDA;4;26474.0;6618.5
59;13.704.844/0001-65;13.704.844/0001-65 - LIFETEC HOSPITALAR LTDA;3;270400.0;90133.33333333333
60;13.759.572/0001-09;13.759.572/0001-09 - MOBILLE-ACO COMERCIO VAREJISTA DE MOVEIS LTDA;7;38212.0;5458.857142857143
61;13.833.079/0001-83;13.833.079/0001-83 - AUTOMATIZA BRASIL LTDA;3;15550.0;5183.333333333333
62;14.065.989/0001-26;14.065.989/0001-26 - CONTIGO SOLUCOES PARA GESTAO PUBLICA LTDA;2;8125.0;4062.5
63;14.420.347/0001-06;14.420.347/0001-06 - IGUATEMI COMERCIO ATACADISTA EIRELI;1;11651.7;11651.7
64;14.496.887/0001-65;14.496.887/0001-65 - CELSO MACHADO DE LIMA & CIA LTDA;65;78434.76;1206.6886153846153
65;14.595.725/0001-84;14.595.725/0001-84 - NOVASUL COMERCIO DE PRODUTOS HOSPITALARES LTDA;8;7025.3;878.1625
66;14.780.286/0001-80;14.780.286/0001-80 - SANTAFE DISTRIBUIDORA LTDA;11;38836.0;3530.5454545454545
67;14.905.502/0001-76;14.905.502/0001-76 - EXCLUSIVA DISTRIBUIDORA DE MEDICAMENTOS LTDA;26;10347.12;397.9661538461539
68;15.295.825/0001-58;15.295.825/0001-58 - C S N PANIFICACOES LTDA;11;34923.65;3174.877272727273
69;15.398.703/0001-97;15.398.703/0001-97 - LAB COMPRAS LTDA;2;17166.64;8583.32
70;15.427.410/0001-90;15.427.410/0001-90 - ANIMALLE MUNDO PET LTDA;1;5488.0;5488.0
71;15.427.657/0001-07;15.427.657/0001-07 - LYRON INFORMATICA LTDA ME;1;8320.0;8320.0
72;15.644.251/0001-86;15.644.251/0001-86 - GMAES TELECOM LTDA;2;2194.86;1097.43
73;17.121.657/0001-00;17.121.657/0001-00 - NILSON MOREIRA CARDOSO;4;110000.0;27500.0
74;17.232.708/0001-70;17.232.708/0001-70 - CLERIO VICENTE DE CASTRO;13;511095.23;39315.017692307694
75;17.267.774/0001-86;17.267.774/0001-86 - MARCATTO INSTRUMENTOS MUSICAIS LIMITADA;1;4624.0;4624.0
76;17.316.848/0001-27;17.316.848/0001-27 - DANIEL BRAGA DOS SANTOS 06534626624;3;14179.0;4726.333333333333
77;18.269.125/0001-87;18.269.125/0001-87 - BIOHOSP PRODUTOS HOSPITALARES SA;1;1339.2;1339.2
78;18.299.027/0001-92;18.299.027/0001-92 - REVESTE MAIS TINTAS E REVESTIMENTOS ACRILICOS LTDA;7;17017.27;2431.0385714285717
79;18.493.830/0001-63;18.493.830/0001-63 - META X INDUSTRIA E COMERCIO LTDA ME;3;17662.0;5887.333333333333
80;18.606.765/0001-35;18.606.765/0001-35 - TIAGO GONCALVES DA SILVA 08955823681;4;40862.5;10215.625
81;18.774.985/0001-78;18.774.985/0001-78 - REGO ESPORTES E CIA LTDA;1;781.74;781.74
82;18.962.982/0001-68;18.962.982/0001-68 - NOVA DENTAL COMERCIO E REPRESENTACAO DE PRODUTOS ODONTOLOGIC;10;16601.3;1660.1299999999999
83;19.061.289/0001-87;19.061.289/0001-87 - MARES SERVICOS E COMERCIO DE EQUIPAMENTOS LTDA;1;1006.1;1006.1
84;19.277.764/0001-57;19.277.764/0001-57 - LOMBARDI LUBRIFICANTES LTDA;8;54154.0;6769.25
85;19.454.333/0001-19;19.454.333/0001-19 - MASTERINFOR COMERCIAL E SUPRIMENTOS DE INFORMATICA EIRELI;1;80.43;80.43
86;19.867.048/0001-20;19.867.048/0001-20 - KHRONUS SAUDE E EDUCACAO LTDA;1;15900.0;15900.0
87;19.977.585/0001-22;19.977.585/0001-22 - HORIZONTE COMERCIO E DISTRIBUIDORA LTDA;4;16057.5;4014.375
88;20.030.086/0001-02;20.030.086/0001-02 - AUTO ZEMA LIMITADA;5;441600.0;88320.0
89;20.040.746/0001-36;20.040.746/0001-36 - M3 COMERCIO SOFTWARE EIRELI;1;15000.0;15000.0
90;20.048.992/0001-34;20.048.992/0001-34 - DIEGO FERREIRA AMORIM 11730392601;3;11560.0;3853.3333333333335
91;20.161.464/0001-97;20.161.464/0001-97 - ECO PLAST COMERCIO LTDA;8;22952.989999999998;2869.1237499999997
92;20.351.700/0001-38;20.351.700/0001-38 - VRIO SOLUCOES SERVICOS DE MONTAGENS MOVEIS EIRELI;2;18100.0;9050.0
93;20.459.928/0001-46;20.459.928/0001-46 - TRATORPATOS LTDA;11;142424.0;12947.636363636364
94;21.227.039/0001-16;21.227.039/0001-16 - LIFE CENTER COMERCIO E DISTRIBUIDORA DE MEDICAMENTOS LTDA;10;14974.06;1497.406
95;21.276.825/0001-03;21.276.825/0001-03 - SILVIO VIGIDO;3;65927.0;21975.666666666668
96;21.648.903/0001-53;21.648.903/0001-53 - MARCIEUDER MARCILIO FERNANDES;2;6969.14;3484.57
97;21.856.981/0001-43;21.856.981/0001-43 - WTRADE INTERMEDIACAO DE NEGOCIOS LTDA;10;14219.6;1421.96
98;21dae3b3b55f04a8dde765e5f4e5061a2287b38d4031c451d348042610e05a65;***.774.416-** - KARLA CRISTINA DE SOUSA;14;92803.86;6628.847142857143
99;22.646.044/0001-26;22.646.044/0001-26 - VIEIRA E ROCHA COMERCIO ATACADISTA DE PRODUTOS QUIMICOS LTDA;2;3620.21;1810.105
100;22.924.085/0001-37;22.924.085/0001-37 - GOVPRINT SOLUCOES GRAFICAS E EDITORA LTDA;3;2040.0;680.0
101;23.149.874/0001-00;23.149.874/0001-00 - M. S. RIOS PRODUTOS DE DIETA;1;0.0;0.0
102;23.191.397/0001-41;23.191.397/0001-41 - MED LIFE INDUSTRIA E COMERCIO DE MOVEIS EIRELI;4;13555.88;3388.97
103;23.407.794/0001-08;23.407.794/0001-08 - ISRAEL E ISRAEL LTDA;67;91703.65;1368.7111940298507
104;25.897.729/0001-33;25.897.729/0001-33 - BELCLIPS DISTRIBUIDORA LTDA;3;10951.08;3650.36
105;26.354.399/0001-00;26.354.399/0001-00 - MADEIREIRA PAIXAO LTDA;3;2702.5;900.8333333333334
106;26.395.502/0001-52;26.395.502/0001-52 - DENTAL UNIVERSO LTDA;6;16046.880000000001;2674.48
107;26.419.311/0001-83;26.419.311/0001-83 - LUMANN DISTRIBUIDORA DE MEDICAMENTOS LTDA;12;22936.0;1911.3333333333333
108;26.525.513/0001-00;26.525.513/0001-00 - TURVOMED DISTRIBUIDORA E SERVICOS EIRELI;3;2378.85;792.9499999999999
109;26.760.171/0001-02;26.760.171/0001-02 - DRM - DISTRIBUIDORA REGIONAL DE MEDICAMENTOS LTDA;26;53612.71;2062.0273076923077
110;26.865.222/0001-60;26.865.222/0001-60 - ALFABRINK COMERCIO DE BRINQUEDOS E SERVICOS EIRELI;2;3360.0;1680.0
111;26.991.097/0001-35;26.991.097/0001-35 - SIGMA MAQUINAS E REPRESENTACOES LTDA;2;182300.0;91150.0
112;27.022.070/0001-05;27.022.070/0001-05 - TEREZA MARSCHAL MARTINS EIRELI;3;884.43;294.81
113;27.054.061/0001-98;27.054.061/0001-98 - LUDMILA APARECIDA DE SOUZA;3;14605.99;4868.663333333333
114;27.183.604/0001-77;27.183.604/0001-77 - TECBOL LTDA;2;10538.5;5269.25
115;27.340.141/0001-00;27.340.141/0001-00 - WILLIAN EUSTAQUIO DOS SANTOS 05192703638;4;19930.879999999997;4982.719999999999
116;27.349.370/0001-95;27.349.370/0001-95 - 300 COMERCIO, SERVICO E LOGISTICA EIRELI;2;34882.4;17441.2
117;27.455.068/0001-11;27.455.068/0001-11 - ESFIGMED COMERCIAL HOSPITALAR LTDA;7;7181.0;1025.857142857143
118;27.585.782/0001-24;27.585.782/0001-24 - ARAUJO & AMORIM PET SHOP LTDA;11;68196.81;6199.71
119;28.093.678/0001-85;28.093.678/0001-85 - F&F DISTRIBUIDORA DE MEDICAMENTOS LTDA;2;3297.0;1648.5
120;28.288.997/0001-46;28.288.997/0001-46 - HR SERVICOS E NEGOCIOS PARA EMPRESAS LTDA;1;8013.6;8013.6
121;28.453.974/0001-40;28.453.974/0001-40 - QUASAR BRASIL INSTRUMENTOS MUSICAIS LTDA;1;5070.0;5070.0
122;28.591.670/0001-49;28.591.670/0001-49 - VETSUL COMERCIO DE MEDICAMENTOS EIRELI;1;603.16;603.16
123;28.732.430/0001-17;28.732.430/0001-17 - CLAUDINEI TONIETTI;2;3594.0;1797.0
124;28.915.430/0001-52;28.915.430/0001-52 - HIGOR SILVA CANEDO;34;88069.42;2590.2770588235294
125;29.228.930/0001-89;29.228.930/0001-89 - LIGIA MARIA CARNEIRO;12;18806.11;1567.1758333333335
126;29.312.896/0001-26;29.312.896/0001-26 - BHDENTAL COMERCIAL LTDA;1;2050.0;2050.0
127;30.505.445/0001-94;30.505.445/0001-94 - ESPACO PET LAGOA FORMOSA LTDA;4;12421.69;3105.4225
128;30.597.675/0001-20;30.597.675/0001-20 - GDD EDITORA GRAFICA LTDA;1;0.0;0.0
129;30.725.507/0001-73;30.725.507/0001-73 - THIAGO AUGUSTO DE OLIVEIRA SANTOS 06563427650;1;25641.0;25641.0
130;31.455.241/0001-59;31.455.241/0001-59 - M. PICIANI PAZINATO COMERCIO DE MATERIAIS ELETRONICOS EIRELI;2;1239.6999999999998;619.8499999999999
131;31.486.195/0001-55;31.486.195/0001-55 - ALIANCA COMERCIO E DISTRIBUICAO LTDA;14;23510.9;1679.3500000000001
132;31.588.978/0001-40;31.588.978/0001-40 - GLOBO COMERCIO DE INFORMATICA EIRELI;3;16293.880000000001;5431.293333333334
133;32.060.571/0001-08;32.060.571/0001-08 - ATENA COMERCIO E REPRESENTACOES LTDA.;1;3465.0;3465.0
134;32.364.822/0001-48;32.364.822/0001-48 - TERRA SUL COMERCIO DE MEDICAMENTOS LTDA;21;37293.67;1775.8890476190475
135;32.850.995/0001-76;32.850.995/0001-76 - COMERCIAL TRES ACORDES EIRELI;1;1980.0;1980.0
136;32de3150c46e3084ce4190ff544da03addab4a872ecd06aba3f8db59ab611c90;***.861.896-** - ROBSON LUIS DE SOUSA ROSA;10;62615.369999999995;6261.536999999999
137;33.117.338/0001-87;33.117.338/0001-87 - JAINE ROSA BRANQUINHO 08567805619;29;26777.0;923.3448275862069
138;34.061.215/0001-34;34.061.215/0001-34 - ANA CAROLINA DE PAIVA PAVAO 37532204855;2;39877.8;19938.9
139;34.240.500/0001-12;34.240.500/0001-12 - BRUNO DO CARMO FERREIRA;1;22645.0;22645.0
140;34.250.070/0001-10;34.250.070/0001-10 - QUASAR DESENVOLVIMENTO DE SISTEMAS INTELIGENTES DE GESTAO LT;2;53200.0;26600.0
141;34.466.074/0001-30;34.466.074/0001-30 - MESSIAS NETO PROTESES EIRELI;1;19900.0;19900.0
142;34.479.102/0001-53;34.479.102/0001-53 - NK MATERIAIS HOSPITALARES LTDA;6;23479.329999999998;3913.2216666666664
143;34.494.895/0001-80;34.494.895/0001-80 - DSCOM DISTRIBUIDOR LTDA;2;5818.5;2909.25
144;34.733.705/0001-30;34.733.705/0001-30 - POR SOL ENERGIA SOLAR COMERCIO DE MAQUINAS EQUIPAMENTOS E LO;1;21435.0;21435.0
145;35.456.545/0001-91;35.456.545/0001-91 - KALUB COMERCIO DE PRODUTOS AUTOMOTIVOS LTDA;3;13650.0;4550.0
146;35.988.926/0001-11;35.988.926/0001-11 - M CAMPOS DISTRIBUIDORA LTDA;2;5907.4;2953.7
147;36.079.995/0001-75;36.079.995/0001-75 - AILZA PEREIRA DOS SANTOS 86997432620;1;2930.0;2930.0
148;36.976.621/0001-52;36.976.621/0001-52 - NG COMERCIO E DISTRIBUICAO DE PRODUTOS DE LIMPEZA LTDA;7;4612.8;658.9714285714286
149;36.992.819/0001-20;36.992.819/0001-20 - GUSTAVO VEIGA LTDA;2;13104.0;6552.0
150;37.052.351/0001-56;37.052.351/0001-56 - RM CULTURAL LTDA;3;19200.0;6400.0
151;37.240.147/0001-69;37.240.147/0001-69 - MMR COMERCIO E SERVICOS LTDA;1;359.72;359.72
152;37.532.344/0001-51;37.532.344/0001-51 - FRP MAQUINAS E EMPREENDIMENTOS LTDA.;4;725000.0;181250.0
153;37.604.082/0001-93;37.604.082/0001-93 - STRONGS SOLUCOES EM CLIMATIZACOES E REFRIGERACOES E ENERGIA;73;91159.96;1248.7665753424658
154;37.970.604/0001-70;37.970.604/0001-70 - C R VIEIRA PRODUTOS HOSPITALARES;2;265.66;132.83
155;38.085.093/0001-77;38.085.093/0001-77 - ERICA MARIA GERALDO FURLAN;16;16935.62;1058.47625
156;38.343.404/0001-50;38.343.404/0001-50 - FUTURA DISTRIBUIDORA E SERVICOS LTDA;12;4604.77;383.73083333333335
157;38.460.552/0001-55;38.460.552/0001-55 - ARIEL OLIVEIRA ADVOGADOS ASSOCIADOS;1;48200.0;48200.0
158;39.356.320/0001-14;39.356.320/0001-14 - ADAPTALIA DO BRASIL EIRELI;1;10000.0;10000.0
159;39.518.890/0001-63;39.518.890/0001-63 - ZOOM COMERCIAL EIRELI;15;4848.15;323.21
160;39.592.941/0001-05;39.592.941/0001-05 - BUSMASTER LOCADORA E DISTRIBUIDORA DE VEICULOS EIRELI;2;1149100.0;574550.0
161;39.877.684/0001-40;39.877.684/0001-40 - COMERCIAL AVAN LTDA;1;27740.0;27740.0
162;40.563.839/0001-52;40.563.839/0001-52 - SYLAS AMARAL DE OLIVEIRA 07561931689;26;27222.0;1047.0
163;40.658.810/0001-54;40.658.810/0001-54 - CONSTRUTORA AZUL 30 LTDA;8;236397.5;29549.6875
164;40.695.811/0001-79;40.695.811/0001-79 - LOTTUS COMERCIO LTDA;14;21047.34;1503.3814285714286
165;41.487.433/0001-09;41.487.433/0001-09 - ADELINA LUIZA BRAGA SILVA 48874671687;1;31800.0;31800.0
166;41.738.568/0001-91;41.738.568/0001-91 - ALLCOPY LTDA;4;59029.4;14757.35
167;41.776.201/0001-62;41.776.201/0001-62 - MINAS FORTE INDUSTRIA E COMERCIO DE PRODUTOS ELETROELETRONIC;5;96040.0;19208.0
168;41.852.525/0001-32;41.852.525/0001-32 - PINTANDO E BORDANDO COMERCIO LTDA;9;31602.68;3511.408888888889
169;41.990.236/0001-08;41.990.236/0001-08 - RCMED DISTRIBUIDORA LTDA;2;3178.9;1589.45
170;42.113.540/0001-21;42.113.540/0001-21 - WALDIR AVELINO MARTINS LTDA;12;43020.5;3585.0416666666665
171;42.152.392/0001-54;42.152.392/0001-54 - C.K. COMERCIO DE FERRAGENS LTDA;1;2499.97;2499.97
172;42.199.488/0001-78;42.199.488/0001-78 - REISPEL LTDA;6;21560.0;3593.3333333333335
173;42.516.875/0001-90;42.516.875/0001-90 - LILIAN BERNARDES MOSINHO SANTOS 07491273688;6;21292.78;3548.7966666666666
174;42.650.279/0001-07;42.650.279/0001-07 - LONDRIHOSP IMPORTACAO E EXPORTACAO DE PRODUTOS MEDICO HOSPIT;1;11900.0;11900.0
175;43.003.732/0001-48;43.003.732/0001-48 - FATOR EQUIPAMENTOS LTDA.;1;11280.0;11280.0
176;43.278.656/0001-83;43.278.656/0001-83 - R&J MERCANTIL LTDA;5;22081.0;4416.2
177;43.289.088/0001-16;43.289.088/0001-16 - START COMERCIO E DISTRIBUIDORA LTDA;8;6524.26;815.5325
178;43.782.859/0001-02;43.782.859/0001-02 - FAST CLEAN DISTRIBUIDORA LTDA;8;13171.15;1646.39375
179;43.853.693/0001-78;43.853.693/0001-78 - EDUCANDO COMERCIO DE ARTIGOS PEDAGOGICOS LTDA;1;8218.5;8218.5
180;44.124.760/0001-86;44.124.760/0001-86 - ESCOLA DE FUTEBOL CRAQUES DO FUTURO PATOS DE MINAS LTDA;3;7000.0;2333.3333333333335
181;44.384.524/0001-07;44.384.524/0001-07 - GOMAP COMERCIO DE MOVEIS E EQUIPAMENTOS LTDA;2;13213.0;6606.5
182;44.403.694/0001-83;44.403.694/0001-83 - KIVEICULOS MAQUINAS E EQUIPAMENTOS LTDA;1;284400.0;284400.0
183;44.506.209/0001-05;44.506.209/0001-05 - ES LICITACOES REGIONAIS LTDA;5;25150.4;5030.08
184;44.603.028/0001-99;44.603.028/0001-99 - FAVORITA ATACADO E VAREJO LTDA;5;49277.2;9855.439999999999
185;45.043.648/0001-83;45.043.648/0001-83 - WEB DISTRIBUIDORA LTDA;2;5560.0;2780.0
186;45.331.406/0001-95;45.331.406/0001-95 - DISTRIBUIDORA DE MEDICAMENTOS CASTRO OLIVEIRA LTDA;1;0.0;0.0
187;45.438.636/0001-58;45.438.636/0001-58 - SOLVE COMERCIO E DISTRIBUICAO LTDA;7;26426.45;3775.207142857143
188;45.622.530/0001-00;45.622.530/0001-00 - ALFABRINK COMERCIAL LTDA;1;41250.0;41250.0
189;45.691.332/0001-06;45.691.332/0001-06 - ATIVVA DISTRIBUIDORA LTDA;4;26162.0;6540.5
190;45.757.571/0001-03;45.757.571/0001-03 - BATUTA DISTRIBUIDORA LTDA;3;4777.7;1592.5666666666666
191;46.132.191/0001-46;46.132.191/0001-46 - DISTRIBUIDORA MEDCLLEAN LTDA;23;55802.17;2426.181304347826
192;47.335.960/0001-76;47.335.960/0001-76 - J & BITTA COMERCIO VAREJISTA LTDA;1;357.0;357.0
193;47.695.681/0001-13;47.695.681/0001-13 - JOSE MARTINS TRANSPORTE ESCOLAR LTDA;3;66363.57;22121.190000000002
194;59249e11f500048e6c8787771c8aaaccee51acd1deabc44f6b9c9c3945fc0a23;***.037.036-** - DOUGLAS MAGALHAES DE LIMA;13;104019.15;8001.473076923076
195;60e9e66ac1b0a8cf096af8679f57a13f3deb18b4c4daf29fe434a2505be0db40;***.651.306-** - JOSE ARRUDA DE MAGALHAES;19;122827.73;6464.617368421053
196;64c1bceef83419fc9fc6b658679d2476056c880aaf887fc2feaaf510aa35f98d;***.390.296-** - ANTONIO CARLOS GOMES;14;107696.6;7692.614285714286
197;68209dcc1d90a299e327fff86035200a4409bddbc7e3484336cd340eed9de695;***.017.556-** - JOSE PACHECO DE FREITAS;15;71120.86;4741.390666666667
198;6c22ea5c861c3da1be8b07164865dc2c30543015b6c72da9c7de63e23e261cdc;***.113.666-** - PAULO JOAO CAETANO AMORIM;15;100866.4;6724.426666666666
199;71.010.664/0001-80;71.010.664/0001-80 - MARIA REGINA SIQUEIRA CAMPOS CPF 541.034.106-63;3;28608.8;9536.266666666666
200;71.107.320/0001-93;71.107.320/0001-93 - MARCELO ARAUJO SILVA E CIA LTDA;2;23199.0;11599.5
201;71.208.516/0001-74;71.208.516/0001-74 - ALGAR TELECOM S A;3;71843.57;23947.85666666667
202;72.923.618/0001-34;72.923.618/0001-34 - OTIMA EDITORA EIRELI;4;671388.0;167847.0
203;76.484.104/0001-80;76.484.104/0001-80 - SUL AMERICA COMERCIO DE LIVROS - EIRELI;1;468.84;468.84
204;7c3e72babae9e03f691e6776301f4387adb3da8a296364499e7f048940542ae4;***.202.506-** - MOACIR ROSA DE OLIVEIRA;15;89048.4;5936.5599999999995
205;7e724b265b3d07fe8750b2d3078d410b43fdd1393e7450c53f453f9b4b866cfa;***.639.786-** - CLENDER LICIO DE OLIVEIRA;15;53699.88;3579.9919999999997
206;86.672.029/0001-35;86.672.029/0001-35 - WESI COMERCIAL LTDA;5;2304.9;460.98
207;87039a102a773be2ea285714040546742f73f5c0b76054cd21ee223b0442df12;***.974.206-** - GERALDO JOSE MACHADO;16;71584.40000000001;4474.025000000001
208;9b2694f882bea8a3814fa98cf8a24f7b522805e55e33f768575b1956f56e991f;***.108.256-** - JOSE MARTINS DE PAULA;15;76309.88;5087.325333333333
209;9b8b99329b68f757922a4807b87ef493a1ebe0ff9a605b607dd8ba1ff64ded3f;***.653.076-** - DERIK WORK MARTINS;11;38603.6;3509.418181818182
210;a78ebd4d71eab1121e3d4a0f670193054628dc907aaeb5add38f374e7209c621;***.628.486-** - VITOR DOS REIS AMORIM;14;85092.45;6078.032142857142
