;desDocumentoFornecedor;desAgrupamento;numberOfTransactions;committedValue;averageReceived
22;14.302.501/0001-37;14.302.501/0001-37 - DUNORTE COMERCIO DE MADEIRAS LTDA;1;1046.5;1046.5
23;15.341.227/0001-78;15.341.227/0001-78 - PREMOLAGO PREMOLDADOS E SERRALHERIA EIRELI;28;46835.0;1672.6785714285713
24;16.847.018/0001-63;16.847.018/0001-63 - THN NUTRICAO E SAUDE EIRELI;1;30.08;30.08
25;16.857.425/0001-51;16.857.425/0001-51 - STRATEGIA COMUNICACAO E MARKETING LTDA;1;24075.0;24075.0
26;17.121.657/0001-00;17.121.657/0001-00 - NILSON MOREIRA CARDOSO;6;110925.0;18487.5
27;17.232.708/0001-70;17.232.708/0001-70 - CLERIO VICENTE DE CASTRO;11;199122.56;18102.050909090907
28;17.831.595/0001-20;17.831.595/0001-20 - PETROLAGO LTDA;45;204739.38;4549.764
29;17.835.935/0001-90;17.835.935/0001-90 - DISTRIBUIDORA DE PEÇAS CARVALHO LTDA;62;367942.65;5934.558870967742
30;18.206.591/0001-13;18.206.591/0001-13 - 18 206 591 ANDRE ALLAN MAGALHAES;1;780.0;780.0
31;18.269.125/0001-87;18.269.125/0001-87 - BIOHOSP PRODUTOS HOSPITALARES SA;20;65186.38;3259.319
32;19.277.764/0001-57;19.277.764/0001-57 - LOMBARDI LUBRIFICANTES LTDA;19;44653.0;2350.157894736842
33;19.280.448/0001-34;19.280.448/0001-34 - LUZ FORTE ILUMINACAO E SERVICOS LTDA;1;164241.0;164241.0
34;20.459.928/0001-46;20.459.928/0001-46 - TRATORPATOS LTDA;24;151072.18;6294.674166666667
35;20.993.629/0001-97;20.993.629/0001-97 - ALLPRA ENGENHARIA E CONSTRUCOES EIRELI;24;287651.37;11985.47375
36;21.681.325/0001-57;21.681.325/0001-57 - MULTIFARMA COMERCIO E REPRESENTACOES LTDA.;19;19195.57;1010.2931578947369
37;21.719.710/0001-46;21.719.710/0001-46 - PATOS DISTRIBUIDORA LTDA;1;1206.8;1206.8
38;22.204.648/0001-12;22.204.648/0001-12 - SISTEMA INFORMATICA COMERCIO IMPORTACAO E EXP LTDA;9;82830.0;9203.333333333334
39;22.635.177/0001-05;22.635.177/0001-05 - MEDCOM LTDA;33;542729.34;16446.343636363636
40;22.683.658/0001-88;22.683.658/0001-88 - ELETROMINAS MATERIAIS ELETRICOS E FERRAGENS LIMITADA;26;36884.93;1418.6511538461539
41;23.117.658/0001-83;23.117.658/0001-83 - TRATORENZZO COMERCIO E SERVICOS LTDA;9;15964.44;1773.8266666666668
42;23.201.884/0001-48;23.201.884/0001-48 - LEANDRO MARTINS DO AMARAL 07822586629;53;38223.62;721.2003773584906
43;23.345.614/0001-00;23.345.614/0001-00 - COMERCIAL LAGOENSE LTDA;22;29198.41;1327.2004545454545
44;23.426.176/0001-05;23.426.176/0001-05 - ALINE GABRIELE DA SILVA SERAFIM 09484913610;10;524588.54;52458.85400000001
45;23.426.176/0002-96;23.426.176/0002-96 - RMA PECAS E SERVICOS PARA MAQUINAS E VEICULOS LTDA;4;205694.89;51423.7225
46;25.815.259/0001-11;25.815.259/0001-11 - TURBOPATOS LTDA;19;25288.149999999998;1330.9552631578947
47;25.895.533/0001-00;25.895.533/0001-00 - AUTO DIESEL SAO CRISTOVAO EIRELI;73;274497.72;3760.242739726027
48;26.354.399/0001-00;26.354.399/0001-00 - MADEIREIRA PAIXAO LTDA;4;75815.72;18953.93
49;27.614.905/0001-08;27.614.905/0001-08 - WEST PARTS PECAS E LUBRIFICANTES EIRELI;3;0.0;0.0
50;28.694.741/0001-39;28.694.741/0001-39 - GRANDES MARCAS DISTRIBUICAO EIRELI;1;5073.16;5073.16
51;29.590.876/0001-17;29.590.876/0001-17 - JAA COMERCIO DE VESTUARIOS E ACESSORIOS EIRELI;1;74711.0;74711.0
52;35.820.448/0039-09;35.820.448/0039-09 - WHITE MARTINS GASES INDUSTRIAIS LTDA;6;283580.0;47263.333333333336
53;36.171.066/0001-91;36.171.066/0001-91 - EBMC MOTORPECAS E SERVICOS LTDA;2;40867.49;20433.745
54;36.325.157/0002-15;36.325.157/0002-15 - COSTA CAMARGO COM. DE PRODUTOS HOSPITALARES LTDA;6;11093.07;1848.845
55;38.640.264/0001-82;38.640.264/0001-82 - ELETROLAGO BRASIL LTDA;9;6420.0;713.3333333333334
56;41.532.626/0001-26;41.532.626/0001-26 - MACHADO & ARAUJO EMPREENDIMENTOS IMOBILIARIOS LTDA;3;41964.33;13988.11
57;41.804.972/0001-16;41.804.972/0001-16 - ESTRELA INFRAESTRUTURA LTDA;1;50800.5;50800.5
58;42.077.090/0001-69;42.077.090/0001-69 - TI SISTEMAS LTDA;1;31250.0;31250.0
59;42.799.163/0001-26;42.799.163/0001-26 - BH FARMA COMERCIO LTDA;5;3186.15;637.23
60;44.734.671/0001-51;44.734.671/0001-51 - CRISTALIA PRODUTOS QUIMICOS FARMACEUTICOS LTDA;8;2022.8;252.85
61;49.351.786/0010-71;49.351.786/0010-71 - BAXTER HOSPITALAR LTDA;1;204.0;204.0
62;49.475.833/0016-84;49.475.833/0016-84 - BIOLAB SANUS FARMACEUTICA LTDA;2;6210.0;3105.0
63;56.081.482/0001-06;56.081.482/0001-06 - DIMEBRAS COMERCIAL HOSPITALAR LTDA;2;772.0;386.0
64;59.309.302/0001-99;59.309.302/0001-99 - INJEX INDUSTRIAS CIRURGICAS LTDA;3;2468.7;822.9
65;67.729.178/0002-20;67.729.178/0002-20 - COMERCIAL CIRURGICA RIOCLARENSE LTDA;15;26830.42;1788.6946666666665
66;67.729.178/0004-91;67.729.178/0004-91 - COMERCIAL CIRURGICA RIOCLARENSE LTDA;2;4734.0;2367.0
67;72.381.189/0001-10;72.381.189/0001-10 - DELL COMPUTADORES DO BRASIL LTDA;1;85374.0;85374.0
68;72.381.189/0010-01;72.381.189/0010-01 - DELL COMPUTADORES DO BRASIL LTDA;1;389926.0;389926.0
69;73.856.593/0010-57;73.856.593/0010-57 - PRATI,DONADUZZI & CIA LTDA;11;18843.09;1713.0081818181818
70;86.497.526/0001-44;86.497.526/0001-44 - COFERPA COMERCIO DE FERRO PATENSE LTDA;12;196389.80000000002;16365.816666666668
71;d7ba2a81f60f68f44ef0d5b5dfa424ece815e94bf94b237e67573b7f8f11d14f;***.883.706-** - JOSE BATISTA DE OLIVEIRA;3;447000.0;149000.0
