;desDocumentoFornecedor;desAgrupamento;numberOfTransactions;committedValue;averageReceived
36;04.078.043/0002-21;04.078.043/0002-21 - MONTEIRO ANTUNES INSUMOS HOSPITALARES SOCIEDADE ANONIMA;1;1830.0;1830.0
37;04.119.367/0001-80;04.119.367/0001-80 - UNIPONTO OTICA E RELOJOARIA LTDA;5;4522.0;904.4
38;04.183.163/0001-08;04.183.163/0001-08 - CASA DE APOIO DANIELLE;2;20000.0;10000.0
39;04.196.645/0001-00;04.196.645/0001-00 - IMPRENSA NACIONAL;2;24420.93;12210.465
40;04.293.743/0001-58;04.293.743/0001-58 - SOLAR HOTEL LTDA;1;525.0;525.0
41;04.447.451/0001-22;04.447.451/0001-22 - CONSELHO DE DESENVOLVIMENTO COMUNITARIO DE CABECEIRA DO MATA;1;10000.0;10000.0
42;04.533.861/0001-96;04.533.861/0001-96 - RJ FUNDACOES E SONDAGENS LTDA;1;6000.0;6000.0
43;05.000.098/0001-09;05.000.098/0001-09 - CAIXA ESCOLAR ALZIRA BORGES SOUTO;1;3000.0;3000.0
44;05.341.025/0001-72;05.341.025/0001-72 - TR MOLAS E COMPONENTES LTDA;1;990.0;990.0
45;05.465.167/0001-41;05.465.167/0001-41 - SEDESE.SEC.ESTADO DE DESENVOL.SOCIAL E ESPORTE;1;284.97;284.97
46;05.475.103/0001-21;05.475.103/0001-21 - SECRETARIA DE ESTADO DE GOVERNO;2;4318.5599999999995;2159.2799999999997
47;05.481.075/0001-55;05.481.075/0001-55 - DROGARIA VISAO LTDA;3;11697.1;3899.0333333333333
48;05.610.641/0001-81;05.610.641/0001-81 - WENDERSON APARECIDO DOS REIS FERREIRA;208;65542.0;315.1057692307692
49;05.678.009/0001-70;05.678.009/0001-70 - CAIXA ESCOLAR ZILCA DOS SANTOS FONSECA;1;3000.0;3000.0
50;06.080.331/0001-65;06.080.331/0001-65 - ASSOCIACAO DOS PRODUTORES RURAIS DE LIMEIRA E REGIAO;1;10000.0;10000.0
51;06.259.943/0001-10;06.259.943/0001-10 - MARCOS ANTONIO SOARES CPF 578 444 026 87;7;500.0;71.42857142857143
52;06.317.685/0001-80;06.317.685/0001-80 - MAURICIO ELETRO LTDA;2;2300.0;1150.0
53;06.538.764/0001-11;06.538.764/0001-11 - KELLY CRISTINA DE ARAUJO;1;360.0;360.0
54;06.981.180/0001-16;06.981.180/0001-16 - CEMIG DISTRIBUICAO S A;1;12000.0;12000.0
55;065083aa84cba0ad9cd430a67929b9d5e3a90ca56def7695604fb7b7a6def832;***.264.556-** - BRUNA CRISTINA LIMA OLIVEIRA;3;140.31;46.77
56;07.735.024/0001-38;07.735.024/0001-38 - GRAF-TECK ARTES GRAFICAS LTDA;6;16371.74;2728.6233333333334
57;07.764.857/0001-27;07.764.857/0001-27 - CONSTRUTORA PEREIRA COSTA LTDA;1;9650.0;9650.0
58;073f14994c091d569a0198bf621eb02c66448eb5850c204f5b21f69e7841293c;***.883.966-** - DACIO BRANDAO SOARES;2;787.2;393.6
59;08.226.321/0001-10;08.226.321/0001-10 - LITORAL BANDEIRAS COMERCIO DE BANDEIRAS E EMBALAGENS PLASTIC;1;9900.0;9900.0
60;08.469.783/0001-69;08.469.783/0001-69 - SERV IMAGEM SERVICOS E COMERCIO LTDA;2;1520.0;760.0
61;0850187b5842499b08fc38849a0b57941330c43d6edc1b863cd0ce2da1e2fc87;***.680.016-** - NEUSA APARECIDA BORGES FONSECA;1;516.12;516.12
62;085dd63912610aadc9280ae4373c38aa8b4d093ba2c1185b0a9635e47f462a80;***.279.746-** - MARIA JULIA MARTINS DE ARAUJO;1;120.0;120.0
63;09.109.064/0001-08;09.109.064/0001-08 - TRIANGULO SISTEMAS HIDRAULICOS LTDA;4;11071.0;2767.75
64;09.277.068/0001-97;09.277.068/0001-97 - CAIXA ESCOLAR ELIANA NOGUEIRA;1;3000.0;3000.0
65;09.290.603/0001-40;09.290.603/0001-40 - INTERMAPAS GEOTECNOLOGIAS LTDA;1;54974.48;54974.48
66;09.318.770/0001-51;09.318.770/0001-51 - BASE INSPECAO VEICULAR LTDA;2;9240.0;4620.0
67;09.342.293/0001-60;09.342.293/0001-60 - SO BANDEIRAS - DISTRIBUIDORA DE BANDEIRAS LTDA;1;3000.0;3000.0
68;09.436.716/0001-00;09.436.716/0001-00 - PARAFUSO E CIA LF LTDA;1;52.0;52.0
69;09.633.326/0001-20;09.633.326/0001-20 - PATOS COMERCIO DE EPI LTDA;1;3196.0;3196.0
70;090fd45cc7c18b4669b002cbaaee3133f2f8b085bd2208032bbfaf96148f2e86;***.158.176-** - JOYCE MONARA ALVES MOREIRA;2;233.01;116.505
71;0cd5ffc5b543148f9fca679ff1ccc29e5442d35634ebc83a18f53cc7ca4f8a1e;***.923.666-** - LARISSA DARDIELLY DUARTE DE BRITO;1;129.78;129.78
72;10.264.375/0001-12;10.264.375/0001-12 - CONDOR SISTEMAS ELETRONICOS LTDA;2;25200.0;12600.0
73;10.891.103/0001-42;10.891.103/0001-42 - GINC ARTES LTDA;5;4230.01;846.0020000000001
74;10.992.702/0001-52;10.992.702/0001-52 - ADRIANE GOMES FERREIRA E CIA LTDA;1;2795.0;2795.0
75;1034072864560028d934a3e4dfe4314b8c5e6d38d6f04d36236bec8bfae640e8;***.205.406-** - ANDRESSA MIRELLY SILVEIRA;2;153.38;76.69
76;104932dbdebb6a789045fec2415f784f2eabbe9fb74bc39b37080d14efe9627e;***.888.366-** - KARINA VENTURA DA SILVA;1;115.8;115.8
77;11.226.257/0001-82;11.226.257/0001-82 - CAIXA ESCOLAR MAURA FERREIRA BRANDAO;1;3000.0;3000.0
78;11.276.518/0001-79;11.276.518/0001-79 - MINAS PLACA LTDA.;1;9500.0;9500.0
79;11.724.478/0001-80;11.724.478/0001-80 - VIVIANE DE MATOS ARAUJO 05753922660;1;328.0;328.0
80;11.836.922/0001-50;11.836.922/0001-50 - CÉSAR FRANCISCO DOS REIS CPF 004.232.346-09 - ME;9;17809.0;1978.7777777777778
81;11df1664a8a7c4712a752f6f4be0e886fbd3e753fe9b267dd4f02d593aee1b4b;***.911.296-** - RAQUEL MOREIRA DE MATOS;5;1701.26;340.252
82;12.250.390/0001-37;12.250.390/0001-37 - GALPAO DA CONSTRUCAO LTDA;1;5896.0;5896.0
83;12.320.252/0001-87;12.320.252/0001-87 - TOP RURAL PRODUTOS AGROPECUARIOS LTDA;2;1237.75;618.875
84;12.389.885/0001-41;12.389.885/0001-41 - 12.389.885 DILTON BRAGA COELHO;8;9000.0;1125.0
85;12.640.114/0001-85;12.640.114/0001-85 - ASSOCIACAO DOS CARREIROS E CAVALEIROS DE MONJOLINHO DE MINAS;1;30000.0;30000.0
86;12.921.779/0001-67;12.921.779/0001-67 - FRANCK AURELIO FERREIRA CPF 05602907645   ME;13;22288.5;1714.5
87;12a5ec612b3e03d6edaf0ef7b59ffcfa6e8170f7346f647f3c04d6784eba8ff0;***.748.156-** - RAFAEL BATISTA DA COSTA;1;196.81;196.81
88;13.483.825/0001-56;13.483.825/0001-56 - DISTRIBUIDORA DE PECAS E LUBRIFICANTES MONTEIRO LTDA;1;5980.34;5980.34
89;13.609.673/0001-95;13.609.673/0001-95 - CARTUCHO.COM LTDA;1;198.0;198.0
90;13.762.138/0001-70;13.762.138/0001-70 - EDER GOMES DE ANDRADE 56150695620;1;230.0;230.0
91;14.482.258/0001-86;14.482.258/0001-86 - POLITEJO BRASIL   INDUSTRIA DE PLASTICOS LTDA;1;9000.0;9000.0
92;14.536.622/0001-43;14.536.622/0001-43 - LUCAS BRAGA TEIXEIRA 10271432616;1;1100.0;1100.0
93;14.546.072/0001-43;14.546.072/0001-43 - CELASA ANALISES LTDA;1;2316.65;2316.65
94;14.783.119/0001-92;14.783.119/0001-92 - LOJAS DUCKS LTDA;2;4677.4;2338.7
95;1404b66e4d9c12fb9cf57b35ee7fd0f48df535dae4fe788ae0620fd86118d32b;***.043.986-** - IRIS PEREIRA DE LIMA;2;584.01;292.005
96;140f5af40569c6068062da5bc1412b4aafc66652fc22b1901b820167db5e127b;***.690.971-** - RAQUEL VIANA DA SILVA;1;393.6;393.6
97;15.245.598/0001-56;15.245.598/0001-56 - MARIA APARECIDA DE BRITO;5;12906.0;2581.2
98;15.295.825/0001-58;15.295.825/0001-58 - C S N PANIFICACOES LTDA;2;1870.0;935.0
99;1529fdf4c6015d64edcfcc572bac321fdc657abf4192885b72f95cc9aba618c8;***.420.436-** - ANDRE ZACARIAS DE LIMA;6;1831.68;305.28000000000003
100;16.549.105/0001-34;16.549.105/0001-34 - PURILIMP PRODUTOS DE LIMPEZA E HIGIENE LTDA;3;13890.0;4630.0
101;17.254.509/0001-63;17.254.509/0001-63 - CONSELHO REGIONAL DE ENGENHARIA E AGRONOMIA DE MINAS GERAIS;22;2266.66;103.02999999999999
102;17.308.172/0001-20;17.308.172/0001-20 - CEPEL CENTRO PSICOTECNICO LTDA;2;2107.3999999999996;1053.6999999999998
103;17.487.345/0001-14;17.487.345/0001-14 - NOBRE ACABAMENTOS LTDA;1;1587.0;1587.0
104;17.614.952/0001-06;17.614.952/0001-06 - GILSON MACHADO DA COSTA 72628855615;7;2710.0;387.14285714285717
105;17.675.211/0001-27;17.675.211/0001-27 - CASSIA APARECIDA DE OLIVEIRA 66414296600;1;4500.0;4500.0
106;17.814.746/0001-31;17.814.746/0001-31 - FRANCISCA DE SOUSA CAMARGOS;1;1448.0;1448.0
107;17.835.935/0001-90;17.835.935/0001-90 - DISTRIBUIDORA DE PEÇAS CARVALHO LTDA;24;77765.0;3240.2083333333335
108;17.840.299/0003-57;17.840.299/0003-57 - MOTO MINAS LTDA;6;4030.01;671.6683333333334
109;17.889.652/0001-21;17.889.652/0001-21 - ELETROTECNICA COLUMBIA LTDA;1;595.0;595.0
110;17.974.912/0001-67;17.974.912/0001-67 - CAMISETAZ CONFECCOES LTDA;1;11730.0;11730.0
111;18.165.514/0001-62;18.165.514/0001-62 - FONSECA & FONSECA LTDA;2;1875.0;937.5
112;18.602.011/0001-07;18.602.011/0001-07 - MUNICIPIO DE PATOS DE MINAS;2;341.01;170.505
113;18.602.078/0001-41;18.602.078/0001-41 - MUNICIPIO DE LAGOA FORMOSA;1931;45845382.27;23741.78263593993
114;18.715.615/0022-94;18.715.615/0022-94 - SECRETARIA DE ESTADO DE FAZENDA MG;18;174747.59;9708.199444444444
115;19.001.688/0001-52;19.001.688/0001-52 - PLUS SAFETY INDUSTRIA E COMERCIO DE CALCADOS DE SEGURANCA LT;2;3075.9;1537.95
116;19.050.715/0001-87;19.050.715/0001-87 - COPAVE COMERCIAL PATENSE DE VEICULOS S A;6;4675.71;779.285
117;19.198.118/0001-02;19.198.118/0001-02 - EMATER/MG-EMP.DE ASSISTENCIA TÉCINICA DE MINAS GERAIS;2;109579.28;54789.64
118;19.296.342/0001-29;19.296.342/0001-29 - MGI MINAS GERAIS PARTICIPACOES S A;3;14873.37;4957.79
119;19.446.855/0001-79;19.446.855/0001-79 - EXPRESSO DE LUXO LTDA;1;5000.0;5000.0
120;19.493.732/0001-99;19.493.732/0001-99 - CONSORCIO INTERFEDERATIVO MINAS GERAIS - CIMINAS;1;30382.49;30382.49
121;1c29b276a6dc86906a84c289d11c607f263b072394184801aa25d5c5634a5b3e;***.603.911-** - MARCILENE MARIA DE LIMA;2;224.17000000000002;112.08500000000001
122;1ccc54724fc308fb2875cc97751b1aa31962da89ad580d440bd4365ba2f215d0;***.156.996-** - GERALDO VIANA DA SILVA;3;1180.8000000000002;393.6000000000001
123;1e70c57c04c0f9088154805f89b5189851322f8ba5ece7f00509630d0465ebdb;***.484.636-** - MARIA ABADIA FERNANDES;2;64.0;32.0
124;1fe0ab73c8bd30bd60abc496d3def171ce96e2a8c072ab66161ae137d94d1791;***.460.486-** - JOAO MARTINS DE PAULA;9;2828.7200000000003;314.30222222222227
125;20.040.746/0001-36;20.040.746/0001-36 - M3 COMERCIO SOFTWARE EIRELI;1;6500.0;6500.0
126;20.204.141/0001-33;20.204.141/0001-33 - CENTRO DE REABILITACAO CASA DE DIVINOS LTDA.;1;16900.0;16900.0
127;20.258.372/0001-20;20.258.372/0001-20 - RADIO INTEGRACAO DE CARMO DO PARANAIBA LTDA;1;587.5;587.5
128;20.433.216/0001-58;20.433.216/0001-58 - CONSORCIO INTERMUNICIPAL DE SAUDE DA REDE DE URGENCIA E EMER;3;280900.8;93633.59999999999
129;20.495.149/0019-25;20.495.149/0019-25 - PRODOESTE VEICULOS E SERVICOS LTDA;4;8065.45;2016.3625
130;20.513.859/0001-01;20.513.859/0001-01 - ASSOCIACAO MINEIRA DE MUNICIPIOS - AMM;2;22771.0;11385.5
131;20.734.299/0001-15;20.734.299/0001-15 - SERVICO AUTONOMO DE AGUA E ESGOTO;1;70.02;70.02
132;20.782.813/0001-98;20.782.813/0001-98 - CONSORCIO PUBLICO INTERMUNICIPAL DE DESENVOLVIMENTO SUSTENTA;6;74157.2;12359.533333333333
133;20.864.099/0001-87;20.864.099/0001-87 - TALISMA TOPOGRAFIA E PLANEJAMENTO AGROPECUARIO LTDA;3;16195.0;5398.333333333333
134;20e865d531a9f662c83a085b30ec99ed4c999506a126736186be599a1b442ff9;***.882.496-** - GISLENE APARECIDA GODINHO;1;147.48;147.48
135;21.154.554/0001-13;21.154.554/0001-13 - TRIBUNAL DA JUSTICA DO ESTADO DE MINAS GERAIS;13;203191.86;15630.143076923076
136;21.240.916/0001-99;21.240.916/0001-99 - CONSELHO DE DESENV.COMUNITÁRIO DE MEIRIM;1;10000.0;10000.0
137;21.241.807/0001-96;21.241.807/0001-96 - AMAPAR- ASS. DOS MUN.DA MICR.DO ALTO PARANAIBA;1;0.0;0.0
138;21.375.987/0001-07;21.375.987/0001-07 - IMPACTO SOLAR MULTSERVICE LTDA;3;1180.0;393.3333333333333
139;21.612.003/0029-57;21.612.003/0029-57 - V & G CERTIFICACAO DIGITAL LTDA;8;1725.0;215.625
140;21.910.990/0001-75;21.910.990/0001-75 - LOURDES M DOS SANTOS LTDA;1;0.0;0.0
141;22.020.994/0043-08;22.020.994/0043-08 - PRODUTOS FARMACEUTICOS BORGES LTDA;1;995.0;995.0
142;22.056.132/0001-78;22.056.132/0001-78 - 22 056 132 DALIANA MOREIRA NUNES;2;45.52;22.76
143;22.140.863/0001-05;22.140.863/0001-05 - LUIS ANTONIO ALVES 08913983680;2;559.4;279.7
144;22.227.219/0001-60;22.227.219/0001-60 - CONSELHO DE DESENVOLVIMENTO COMUNITARIO DE CAMPO BONITO;1;10000.0;10000.0
145;22.235.022/0001-73;22.235.022/0001-73 - CAIXA ESCOLAR OLEGARIO TUPINAMBA MUNDIM;1;3000.0;3000.0
146;22.558.670/0001-60;22.558.670/0001-60 - LIVRARIA DO PSICOLOGO E EDUCADOR LTDA;1;1143.0;1143.0
147;22.938.642/0001-79;22.938.642/0001-79 - TOP AGRONEGOCIOS LTDA;3;12480.5;4160.166666666667
148;23.096.837/0001-81;23.096.837/0001-81 - SISTEMA DE BENEFICIENCIA DOS SERV PUBL MUN LAGOA FORMOS;178;9500444.95;53373.28623595505
149;23.114.911/0001-45;23.114.911/0001-45 - CONSELHO DE DESENVOLV COMUNIT MATA BURROS DOS MAFALDAS;2;30000.0;15000.0
150;23.114.937/0001-93;23.114.937/0001-93 - ASSOC DE PAIS E AMIGOS DOS EXCEPCIONAIS;2;540000.0;270000.0
151;23.352.842/0001-08;23.352.842/0001-08 - TORNEAMENTOS PATOS DE MINAS LTDA;2;900.0;450.0
152;23.356.538/0001-39;23.356.538/0001-39 - MECANICA INDUSTRIAL RODRIGUES BRAGA LTDA;1;529.0;529.0
153;23.736.771/0001-47;23.736.771/0001-47 - WALTER JOSE FERREIRA 58094636653;17;18750.0;1102.9411764705883
154;23.979.662/0001-50;23.979.662/0001-50 - RENE ANTONO RODRIGUES DE LIMA;1;435.19;435.19
155;2327885113aa5754f877438d77e688b4599a72355af2025f000f15f71143a3d8;***.302.756-** - EDUARDO DE SOUSA SAVIO;1;58.99;58.99
156;2397683d5832f2c24a141e9069eeec0e832b343278bb6001ed3b3322e55d8440;***.748.896-** - YASMIN RIBEIRO DE MAGALHAES;1;147.48;147.48
157;25.147.423/0001-60;25.147.423/0001-60 - ANDRE LUIS NUNES 04849233660;5;1080.0;216.0
158;25.387.671/0001-88;25.387.671/0001-88 - COOPERATIVA DE CREDITO DO ALTO PARANAIBA E REGIAO LTDA.;1;39.6;39.6
159;25.786.377/0001-49;25.786.377/0001-49 - DUCKS INDUSTRIA E COMERCIO LTDA;1;0.0;0.0
160;25.815.259/0001-11;25.815.259/0001-11 - TURBOPATOS LTDA;2;10400.0;5200.0
161;25.895.533/0002-90;25.895.533/0002-90 - AUTO DIESEL SAO CRISTOVAO LTDA;1;6205.5;6205.5
162;25.988.474/0001-14;25.988.474/0001-14 - 25 988 474 PAULO HENRIQUE ALVES NUNES;1;4800.0;4800.0
163;25213f3f499bdc4cd7f9ff21fdcc11513f5f770f1c41d97c443038a9861f29c0;***.421.346-** - SEBASTIAO DOS REIS GONCALVES;1;80.46;80.46
164;259634cb0a22bcf8971f9856cf920c79bcf4881a933b19398b3fdac80c065eb3;***.782.486-** - CLAUDIA AURORA SOARES;6;2755.2000000000003;459.20000000000005
165;26.198.535/0001-02;26.198.535/0001-02 - 26 198 535 PEDRO HENRIQUE REIS;1;196.0;196.0
166;26.240.632/0001-16;26.240.632/0001-16 - DENTAL HIGIX PRODUTOS ODONTOLOGICOS MEDICOS HOSPITALARES LTD;1;1800.0;1800.0
167;27.406.328/0001-69;27.406.328/0001-69 - JOHN WESLEY OLAVO RODRIGUES 10389700673;1;380.0;380.0
168;27.409.741/0001-87;27.409.741/0001-87 - KAMILA MARQUES FARIA 08953897629 LIMITADA;2;24000.0;12000.0
169;27.585.782/0001-24;27.585.782/0001-24 - ARAUJO & AMORIM PET SHOP LTDA;2;20608.9;10304.45
170;27.750.443/0001-56;27.750.443/0001-56 - CLINICA MD VIDA QUE SEGUE LTDA;2;13200.0;6600.0
171;28.254.519/0001-15;28.254.519/0001-15 - ACADEMIA TEOFILO PIAU LTDA;1;3150.0;3150.0
172;28.915.430/0001-52;28.915.430/0001-52 - HIGOR SILVA CANEDO;8;49089.3;6136.1625
173;29.725.584/0001-44;29.725.584/0001-44 - ESPACO E MEMORIA CULTURAL LTDA;1;17360.0;17360.0
174;29.979.036/0001-40;29.979.036/0001-40 - INSTITUTO NACIONAL DO SEGURO SOCIAL;789;3013333.91;3819.1811280101397
175;30.080.515/0001-00;30.080.515/0001-00 - FABIO GERALDO FONSECA 03439262618;1;2890.0;2890.0
176;30.228.556/0001-09;30.228.556/0001-09 - CAIXA ESCOLAR ANDRE LUIZ DE CARVALHO COELHO;1;3000.0;3000.0
177;30.519.308/0001-09;30.519.308/0001-09 - CAIXA ESCOLAR PROFESSORA DENISE LUISA DE OLIVEIRA;1;3000.0;3000.0
178;30.689.142/0001-79;30.689.142/0001-79 - MARTINS FERRAMENTAS E PECAS LTDA;1;4560.0;4560.0
179;30.904.666/0001-35;30.904.666/0001-35 - IRMÃOS LEAL LTDA;5;1233296.0;246659.2
180;31.637.545/0001-37;31.637.545/0001-37 - CAIXA ESCOLAR JOAO BATISTA BARROSO;1;3000.0;3000.0
181;31.648.064/0001-27;31.648.064/0001-27 - TI TELEMEDICINA INTEGRADA LTDA.;1;15440.0;15440.0
182;3120e894602c95b5367bfca24281bd5807bd331011fbfdfd5bccbc89a941cfcc;***.244.716-** - ALINE XAVIER DE SOUZA LAVES;1;781.76;781.76
183;31b171ec34478964e0eb1a3f494536cec7c663a385c3644dc3d4c1dd848308ac;***.659.646-** - PEDRO OTAVIO DE SOUSA SILVA;2;289.06;144.53
184;32.961.073/0001-36;32.961.073/0001-36 - INSTITUTO CFV CONSULTORIAS  CURSOS E MENTORIAS LTDA;1;2950.0;2950.0
185;323a44a2bf869e494c23781424c3cb317999d4c96f09a7654a7d94379a69ccae;***.492.586-** - CARLOS ROBERTO RIBEIRO;6;2386.11;397.685
186;3272b23adfb4e526e5b47f6455821c9921018f9f48ed99657827a624a6ccc6c6;***.052.136-** - JULIA CAMARGOS BRAGA;5;2661.4700000000003;532.2940000000001
187;33.835.985/0001-24;33.835.985/0001-24 - SOUZA E CASSIMIRO PROJETOS ESPORTIVOS LTDA;1;15625.0;15625.0
188;34.098.982/0001-18;34.098.982/0001-18 - GERALDO CAIXETA DE LIMA 17133335620;1;720.0;720.0
189;34.208.056/0001-58;34.208.056/0001-58 - ELISA MARTINS DA SILVA QUIRINO DOS SANTOS;1;4984.01;4984.01
190;34.250.070/0001-10;34.250.070/0001-10 - QUASAR DESENVOLVIMENTO DE SISTEMAS INTELIGENTES DE GESTAO LT;1;4000.0;4000.0
191;35.992.000/0001-08;35.992.000/0001-08 - CONSELHO COMUNITARIO DE SEGURANCA PUBLICA DE LAGOA FORMOSA;2;280000.0;140000.0
192;374e8fa496f474f96c2c1eadfba8ca0a83014ede9ff85fb7b5ec63c56c81faae;***.546.676-** - OMAR TAVARES FERNANDES;7;2339.1800000000003;334.16857142857145
193;377e6592041c77ca450abab5d4b2f227aff5944063ae6e7198a4bd528731550e;***.973.166-** - LAURA CRISTIANE DE OLIVEIRA;7;7610.1;1087.1571428571428
194;38.354.028/0001-08;38.354.028/0001-08 - EGOV TECNOLOGIA DO BRASIL LTDA;1;1090.0;1090.0
195;38.468.746/0001-05;38.468.746/0001-05 - ELITE LAUDOS LTDA;3;6935.09;2311.6966666666667
196;38.527.800/0001-38;38.527.800/0001-38 - LOCAL RURAL LTDA;1;1850.0;1850.0
197;38.640.264/0001-82;38.640.264/0001-82 - ELETROLAGO BRASIL LTDA;17;12268.0;721.6470588235294
198;39.508.070/0001-90;39.508.070/0001-90 - APTA GESTAO EM SAUDE E SEGURANCA OCUPACIONAL EIRELI;1;3000.0;3000.0
199;39.519.320/0001-98;39.519.320/0001-98 - MOVA   PARTS SERVICE LTDA;5;6317.64;1263.528
200;3aa2e2f1ae793959959e5e4762eabc56ae44d64770396ceff159460735e8db38;***.872.446-** - ADAN CARLOS REZENDE RIBEIRO;16;6029.31;376.831875
201;3abbc12a3dec57d3c44ff91c1a8a17c14bad5c220c027c18939527436c94ac69;***.632.866-** - MARIA INES BRAGA DOS SANTOS PEREIRA;1;370.2;370.2
202;3b0a91faf230458d6313784318ad15775f008bbc52c6bdde5b6752e19185c69f;***.873.126-** - VANDERLEI FRANCISCO DE LIMA;3;374.86;124.95333333333333
203;3b7723b70e0163126a9037cad56b46d8348bb9343e596be5660fa11b4c5bb358;***.102.776-** - EDME ROSA SOARES OLIVEIRA;1;44.24;44.24
204;3ba86a4c88865c9afe5732c5938717eb7ed229e82e2218bfeca352a6ef509669;***.863.618-** - MARCELO CERON;5;4620.0;924.0
205;3bd601005f18b60307898ab211a6c771b2820026dac67f87d6f902174448cce4;***.250.276-** - ALVARO GUILHERME ROCHA;1;8000.0;8000.0
206;3da51c3568b288e318e3ac735e31553d4c3c3b131bf15997d995fb6e0da2f9fd;***.424.286-** - GILVAN LUIS DA SILVA;1;58.99;58.99
